full_name,default_branch,forks,watchers,topics,created_at
tamarott__SinGAN,master,608,3268,"['animation', 'arbitrery-sizes', 'gan', 'harmonization', 'image-edit', 'official', 'singan', 'single-image', 'single-image-animation', 'single-image-generation', 'single-image-super-resolution', 'super-resolution']",2019-08-17T23:37:07Z
XPixelGroup__RankSRGAN,master,60,267,"['gan', 'generative-adversarial-network', 'iccv2019', 'learning-to-rank', 'low-level-vision', 'pytorch', 'super-resolution']",2019-08-19T14:39:52Z
Deepest-Project__MelNet,master,38,208,"['generative-model', 'pytorch', 'tts']",2019-08-17T05:38:54Z
nocotan__pytorch-lightning-gans,master,14,154,"['deep-learning', 'gans', 'generative-adversarial-network', 'neural-networks', 'pytorch', 'pytorch-implementation', 'pytorch-lightning']",2019-08-15T10:44:44Z
hugochan__RL-based-Graph2Seq-for-NQG,master,19,120,"['deep-learning', 'graph-neural-networks', 'graph2seq', 'pytorch', 'question-generation', 'reinforcement-learning', 'text-generation']",2019-08-15T16:03:56Z
davide-belli__generative-graph-transformer,master,15,63,[],2019-08-21T09:58:53Z
SunnerLi__IntroVAE-PyTorch,master,0,1,"['adversarial-learning', 'generative-adversarial-network', 'mnist', 'vae', 'vae-gan']",2019-08-21T10:21:38Z
HJ23__CGF,master,0,0,"['computer', 'computer-vision', 'face-recognition', 'gan', 'generative-adversarial-network', 'neural-network', 'pytorch']",2019-08-12T15:22:07Z
b05902062__cnn_captcha,master,0,0,"['captcha', 'captcha-generation', 'captcha-solver', 'deep-learning', 'pytorch', 'toolkit']",2019-08-12T17:08:56Z
microsoft__DialoGPT,master,341,2297,"['data-processing', 'dialogpt', 'dialogue', 'gpt-2', 'machine-learning', 'pytorch', 'text-data', 'text-generation', 'transformer']",2019-08-29T21:07:46Z
Lornatang__CycleGAN-PyTorch,master,30,120,"['computer-vision', 'cyclegan', 'deep-learning', 'generative-adversarial-networks']",2019-09-04T14:54:13Z
clovaai__FocusSeq2Seq,master,20,113,"['emnlp2019', 'generation', 'nlp', 'pytorch', 'question-generation', 'summarization']",2019-08-29T07:51:18Z
reppy4620__Dialog,master,29,72,"['chatbot', 'dialogue-generation', 'python', 'pytorch']",2019-09-12T04:05:29Z
christopher-beckham__hologan-pytorch,master,7,65,"['celeba', 'dcgan', 'deep-learning', 'gans', 'generative-adversarial-network', 'hologan', 'inverse-graphics', 'pytorch', 'pytorch-gan', 'pytorch-implementation']",2019-09-12T17:42:41Z
cjbayron__c-rnn-gan.pytorch,master,15,62,"['c-rnn-gan', 'crnn-gan', 'crnngan', 'generative-adversarial-networks', 'music-generation', 'pytorch']",2019-09-01T12:05:22Z
0xangelo__raylab,master,10,53,"['bokeh', 'deep-learning', 'generative-models', 'machine-learning', 'model-based-rl', 'normalizing-flows', 'pytorch', 'reinforcement-learning', 'rllib', 'streamlit']",2019-09-12T13:50:53Z
DakshIdnani__pytorch-nice,master,8,49,"['deep-learning', 'density-estimation', 'generative-models', 'neural-networks', 'normalizing-flows', 'pytorch']",2019-09-08T05:48:36Z
3778__Ward2ICU,master,10,29,"['arxiv', 'deep-learning', 'gans', 'generative-adversarial-network', 'healthcare', 'machine-learning', 'paper', 'privacy', 'pytorch']",2019-09-11T05:59:26Z
neuralchen__SNGAN_Projection,master,2,18,"['cgan', 'cifar10', 'conditional-gan', 'deep-learning', 'gan', 'generative-adversarial-network']",2019-09-11T17:03:24Z
dmitry-vorobiev__kaggle-generative-dog-images,master,1,7,"['biggan', 'gan', 'kaggle-competition', 'pytorch']",2019-09-04T18:20:33Z
thinkwee__DPP_CNN_Summarization,master,2,4,"['cnn-seq2seq', 'conll', 'determinantal-point-processes', 'natural-language-generation', 'natural-language-processing', 'pytorch', 'summarization']",2019-09-09T09:14:10Z
kozistr__improved-edge-connect,master,6,12,"['canny-edge-detection', 'gans', 'generative-adversarial-network', 'image-inpainting', 'pytorch']",2019-09-17T06:14:03Z
TropComplique__spatial-profile-loss,master,0,0,"['generative-art', 'image-to-image-translation', 'pytorch']",2019-09-13T11:12:03Z
VinAIResearch__PCC-pytorch,master,13,59,"['deep-generative-models', 'machine-learning', 'python', 'pytorch', 'representation-learning']",2019-09-30T16:58:34Z
pemami4911__genesis.pytorch,master,0,1,"['deep-learning', 'generative-models', 'representation-learning', 'variational-autoencoders']",2019-10-03T03:34:48Z
huangzh13__StyleGAN.pytorch,master,75,359,"['cv', 'cvpr', 'cvpr19', 'cvpr2019', 'deep-learning', 'gan', 'gan-pytorch', 'generative-adversarial-network', 'pytorch', 'pytorch-implementation', 'pytorch-implmention', 'stylegan']",2019-10-17T06:18:46Z
h3lio5__gan-pytorch,master,3,13,"['computer-vision', 'deep-learning', 'deep-neural-networks', 'gan', 'generative-adversarial-network', 'machine-learning', 'pytorch', 'pytorch-gan', 'pytorch-implementation']",2019-10-22T16:21:25Z
Realdr4g0n__RDGAN,master,1,6,"['computer-vision', 'cyclegan', 'data-augmentation', 'deep-learning', 'gan', 'generative-adversarial-network', 'image-generation', 'imbalanced-classes', 'pytorch']",2019-10-23T01:48:01Z
SachaIZADI__colorful-world-pix2pix,master,2,4,"['colab-notebook', 'colorization', 'conditional-gan', 'flask-api', 'generative-adversarial-network', 'grayscale-images', 'heroku-app', 'labeled-faces-in-the-wild', 'model-deployment', 'pix2pix', 'python', 'pytorch', 'unet']",2019-10-27T12:14:55Z
lim0606__pytorch-generative-multisensory-network,master,0,2,[],2019-10-25T18:11:44Z
jerrywiston__pytorch-generative-model,master,0,1,[],2019-10-26T18:31:10Z
kiyohiro8__pytorch-generative-models,master,0,0,[],2019-10-17T18:20:18Z
potrepka__deeptone,master,1,0,"['audio', 'deep-learning', 'deep-neural-nets', 'deep-neural-networks', 'deeplearning', 'deepmusic', 'gpu', 'machine-learning', 'machinelearning', 'ml', 'music', 'music-generation', 'neural-nets', 'neural-network', 'neural-networks', 'python', 'pytorch']",2019-10-23T18:03:00Z
deepset-ai__haystack,main,1551,12759,"['ai', 'bert', 'chatgpt', 'generative-ai', 'gpt-3', 'information-retrieval', 'language-model', 'large-language-models', 'machine-learning', 'nlp', 'python', 'pytorch', 'question-answering', 'semantic-search', 'squad', 'summarization', 'transformers']",2019-11-14T09:05:28Z
vandit15__Self-Supervised-Gans-Pytorch,master,18,64,"['computer-vision', 'cvpr', 'cvpr2019', 'deep-learning', 'gan', 'image-generation', 'machine-learning', 'pytorch', 'unsupervised-learning']",2019-11-10T04:42:58Z
amanchadha__FRVSR-GAN,master,12,53,"['adjacent-frames', 'cnn', 'cnns', 'convolutional-neural-networks', 'frame-recurrence', 'frvsr-gan', 'gan', 'gans', 'generative-adversarial-network', 'opencv', 'psnr', 'python', 'python3', 'pytorch', 'recurrent-neural-network', 'sisr', 'srgan', 'ssim', 'super-resolution', 'video-super-resolution']",2019-11-03T06:35:12Z
supercoderhawk__deep-keyphrase,master,8,52,"['copynet', 'keyphrase-extraction', 'keyphrase-generation', 'keyword-extraction', 'pytorch', 'seq2seq']",2019-11-05T08:52:48Z
YeongHyeon__CVAE-AnomalyDetection-PyTorch,master,2,36,"['anomaly-detection', 'convolutional-neural-networks', 'generative-neural-network', 'mnist-dataset', 'pytorch', 'variational-autoencoder']",2019-11-07T10:32:01Z
JulesBelveze__time-series-dataset,master,11,25,"['dataloader', 'dataset-generation', 'multivariate-timeseries', 'python', 'pytorch', 'series-dataset', 'time-series']",2019-11-14T08:26:44Z
KeyKy__generative-inpainting-2.0-pytorch,master,3,18,[],2019-11-14T03:58:04Z
mhw32__meta-inference-public,master,2,14,"['generative-models', 'machine-learning', 'meta-inference', 'meta-learning', 'variational-autoencoder']",2019-11-14T19:31:33Z
NarakuF__human-pose-synthesis,master,0,9,"['deep-learning', 'generative-adversarial-network', 'image-synthesis', 'pytorch']",2019-11-06T09:22:07Z
parachutel__bayes-by-backprop,master,0,6,"['autoregressive', 'bayesian-deep-learning', 'generative-model', 'prediction', 'pytorch', 'rnn-pytorch', 'time-series']",2019-11-08T00:03:52Z
kimjh069__generative-MVI,master,2,4,"['deep-learning', 'gan', 'image-inpainting', 'indoor-spaces', 'multi-view-inpainting', 'pytorch']",2019-11-11T08:48:40Z
Yuheng-Li__MixNMatch,master,192,980,"['deep-learning', 'disentangled-representations', 'fine-grained', 'gans', 'image-generation', 'image-manipulation', 'pytorch']",2019-11-26T02:40:22Z
xrenaa__Music-Dance-Video-Synthesis,master,27,242,"['dance', 'dataset', 'deep-learning', 'demo-video', 'multimedia', 'music-video', 'paper', 'perceptual-losses', 'pretrain-model', 'pytorch', 'skeletons', 'video-generation']",2019-11-29T13:31:17Z
gwinndr__MusicTransformer-Pytorch,master,46,197,"['maestro', 'mit', 'music-generation', 'music-transformer', 'python', 'pytorch', 'transformer']",2019-11-26T18:17:20Z
LZQhardworker__Fashion-Editing,master,15,60,"['deepfashion', 'fashion-analysis', 'gans', 'generative-adversarial-network', 'pytorch']",2019-11-28T08:28:44Z
ChristophReich1996__Mode_Collapse,master,5,32,"['2d', 'gan', 'generative-adversarial-network', 'geometric-gan', 'least-squares-gan', 'mode-collapse', 'non-saturating-gan-loss', 'plot', 'visualization', 'wasserstein-gan']",2019-11-30T02:33:40Z
hengyicai__Adaptive_Multi-curricula_Learning_for_Dialog,master,3,19,"['conversational-ai', 'curriculum-learning', 'dialogue-generation', 'pytorch']",2019-11-17T15:11:40Z
YeongHyeon__GANomaly-PyTorch,master,2,18,"['anomaly-detection', 'generative-adversarial-network', 'generative-neural-network', 'mnist-dataset']",2019-11-18T10:27:53Z
morris-frank__nsynth-pytorch,master,4,12,"['autoencoder', 'deep-learning', 'generative-model', 'nsynth', 'pytorch']",2019-11-21T09:49:48Z
YeongHyeon__ConAD-PyTorch,master,1,7,"['anomaly-detection', 'auto-encoder', 'convolutional-neural-networks', 'generative-adversarial-network', 'mnist-dataset']",2019-11-19T07:40:10Z
denizetkar__TreeGAN,master,1,5,"['ansi-c', 'generative-adversarial-network', 'parse-trees', 'ppo2', 'pytorch', 'rnn']",2019-11-22T10:52:03Z
jaysonph__Pytorch_GAN_MNIST,master,0,1,"['deep-learning', 'gan', 'generative-adversarial-network', 'pytorch']",2019-11-19T07:19:46Z
bourcierj__amal-tme6-text-generation,master,0,1,"['gru', 'lstm', 'pytorch', 'text-generation', 'trump-speeches']",2019-11-23T00:30:41Z
matthias-wright__siamese_architecture,master,0,0,"['autoencoder', 'deep-learning', 'generative-adversarial-network', 'python', 'pytorch', 'style-transfer']",2019-11-23T12:33:30Z
clovaai__stargan-v2,master,640,3388,"['cvpr2020', 'generative-models', 'image-to-image-translation', 'pytorch', 'stargan-v2']",2019-12-04T08:08:28Z
aimagelab__meshed-memory-transformer,master,138,494,"['caption-generation', 'captioning-images', 'cvpr2020', 'image-captioning', 'pytorch', 'transformer', 'visual-semantic']",2019-12-12T18:02:41Z
addtt__ladder-vae-pytorch,master,10,85,"['generative-models', 'ladder-vae', 'ladder-variational-autoencoders', 'pytorch', 'representation-learning', 'unsupervised-learning', 'vae', 'variational-autoencoders', 'variational-inference']",2019-12-05T14:12:01Z
kamenbliznashki__pixel_models,master,9,30,"['autoregressive', 'deep-learning', 'generative-models', 'pytorch']",2019-12-13T17:06:08Z
YuejiangLIU__pytorch-collaborative-gan-sampling,master,1,7,"['deep-generative-models', 'generative-adversarial-networks', 'monte-carlo-sampling']",2019-12-13T14:34:10Z
denix56__AAGAN,master,1,1,"['attention', 'deep-learning', 'dehazing', 'generative-adversarial-network', 'paper', 'pytorch']",2019-12-16T08:23:00Z
photosynthesis-team__piq,master,110,1239,"['brisque', 'fid', 'gan', 'generative-models', 'image-metrics', 'image-quality', 'image-quality-assessment', 'image-to-image', 'iqa', 'kid', 'measures', 'metrics', 'ms-ssim', 'mse', 'psnr', 'python3', 'pytorch', 'ssim', 'vif']",2019-12-19T16:38:14Z
shawroad__NLP_pytorch_project,master,116,544,"['chatbot', 'embedding', 'mrc', 'ner', 'nlp-pytorch', 'nmt', 'seq2seq', 'text-classification', 'text-generation']",2019-12-23T06:54:29Z
h3lio5__linguistic-style-transfer-pytorch,master,21,66,"['acl', 'adversarial-learning', 'disentangled-representations', 'disentanglement', 'latent-representations', 'natural-language-generation', 'pytorch', 'style-transfer', 'text-style-transfer', 'variational-autoencoder']",2019-12-25T04:40:44Z
Maitreyapatel__speech-conversion-between-different-modalities,v0.2,9,32,"['deep-learning', 'generative-adversarial-networks', 'pytorch', 'speech-conversion', 'voice-conversion', 'whisper']",2019-12-25T09:46:30Z
academicexplorer__sketch-transformerMMD,master,3,28,"['handwriting-generation', 'lstm-vae', 'mmd-loss', 'pytorch', 'sketch', 'sketch-generation', 'sketch-rnn', 'sketchrnn', 'transformer-vae']",2019-12-23T18:12:42Z
addtt__multi-object-datasets,master,3,8,"['dataset', 'datasets', 'generative-models', 'multi-object', 'pytorch', 'representation-learning', 'supervised-learning', 'unsupervised-learning']",2019-12-24T18:42:32Z
davidhalladay__CE-compressive-sensing-on-generative-model-pytorch,master,1,0,[],2020-01-01T05:22:30Z
lucidrains__stylegan2-pytorch,master,590,3618,"['artificial-intelligence', 'generative-adversarial-network', 'generative-model', 'machine-learning', 'pytorch']",2020-01-09T18:23:31Z
Sina-Baharlou__Depth-VRD,master,7,42,"['computer-vision', 'deep-learning', 'depth-maps', 'faster-rcnn', 'icpr-2020', 'icpr2020', 'predicate-classification', 'pytorch', 'scene-graph', 'scene-graph-classification', 'scene-graph-generation', 'scene-graphs', 'vg-depth', 'visual-genome', 'visual-relationship-detection']",2020-01-15T14:36:54Z
addtt__attend-infer-repeat-pytorch,master,3,20,"['air', 'attend-infer-repeat', 'generative-models', 'pytorch', 'representation-learning', 'scene-understanding', 'unsupervised-learning', 'vae', 'variational-autoencoder', 'variational-inference']",2020-01-13T15:57:30Z
ywcmaike__PSGN,master,1,10,"['generation', 'pointset', 'pytorch']",2020-01-05T13:07:13Z
ameya98__DeepGenerativeModels,master,0,6,"['deep-generative-models', 'deep-learning', 'pytorch-implementations']",2020-01-12T13:38:58Z
develooper1994__MasterThesis,master,0,6,"['adverserial', 'artificial-intelligence', 'deep-learning', 'denoiser', 'enhancement', 'generative', 'generative-adversarial-network', 'master-thesis', 'networks', 'python', 'python3', 'pytorch', 'se-gan', 'segan', 'serial']",2020-01-09T10:58:06Z
akihironitta__generative-deep-learning,master,2,4,[],2020-01-14T06:42:49Z
alexge233__trump_make,master,0,2,"['dcgan', 'deep-learning', 'gan', 'generative-adversarial-network', 'hacktoberfest', 'machine-learning', 'python3', 'pytorch']",2020-01-03T14:34:13Z
jackchen03__BEGAN-For-Spouse-Prediction,master,0,1,"['computer-vision', 'deep-learning', 'face-generation', 'pytorch']",2020-01-15T05:13:18Z
basilevh__image-outpainting,master,8,51,"['artwork', 'computer-vision', 'gan', 'generative-adversarial-network', 'image-cropping', 'image-extrapolation', 'image-inpainting', 'image-outpainting', 'machine-learning', 'pytorch', 'wikiart']",2020-01-25T18:25:07Z
astorfi__cor-gan,master,12,48,"['deep-learning', 'generative-adversarial-network', 'healthcare', 'python', 'pytorch', 'synthetic-dataset-generation']",2020-01-25T18:21:57Z
zassou65535__image_generator,master,0,19,"['dcgan', 'gan', 'image-generation', 'python', 'pytorch']",2020-01-29T12:52:11Z
haihabi__MD-GAN,master,7,16,"['deep-learning', 'deep-neural-networks', 'generative-adversarial-network']",2020-01-24T23:25:16Z
leebebeto__pytorch-GAN,master,0,12,"['computer-vision', 'gan', 'generative-adversarial-network', 'generative-model', 'pytorch']",2020-01-20T12:41:51Z
antonioverdi__Text-Generation-GUI,master,0,3,"['bert', 'flask', 'gpt', 'natural-language-generation', 'natural-language-processing', 'natural-language-understanding', 'nlp', 'pytorch', 'tensorflow']",2020-01-24T18:04:11Z
OumaimaHourrane__TopicTransformer,master,0,1,"['attention-mechanism', 'language-model', 'text-generation', 'topic-modeling', 'transformer', 'transformer-encoder']",2020-01-21T08:41:30Z
zcrwind__AUFS_ZSL,master,0,1,"['generative-adversarial-network', 'ijcai-18', 'pytorch', 'zero-shot-learning']",2020-02-02T08:42:12Z
bayesiains__nflows,master,120,782,"['density-estimation', 'generative-model', 'normalizing-flows', 'pytorch']",2020-02-17T12:36:32Z
sgrvinod__a-PyTorch-Tutorial-to-Super-Resolution,master,98,502,"['gan', 'gans', 'generative-adversarial-network', 'pytorch', 'pytorch-tutorial', 'srgan', 'super-resolution']",2020-02-10T05:42:10Z
YangNaruto__FQ-GAN,master,30,169,"['biggan', 'gans', 'image-generation', 'image-translation', 'pytorch', 'stylegan', 'tensorflow']",2020-02-14T01:20:38Z
makgyver__rectorch,master,19,149,"['autoencoder', 'collaborative-filtering', 'generative-adversarial-network', 'matrix-factorization', 'pypi', 'pytorch', 'recommender-system', 'top-n-recommendations', 'variational-autoencoder']",2020-02-17T11:35:47Z
edouardelasalles__srvp,master,16,76,"['deep-learning', 'generative-model', 'icml-2020', 'latent-variable-models', 'pytorch', 'stochastic', 'vae', 'video-prediction']",2020-02-14T16:20:26Z
walsvid__Generation3D,master,5,42,"['3d-deep-learning', '3d-reconstruction', 'deep-learning', 'disn', 'pixel2mesh', 'shape-generation']",2020-02-13T10:56:44Z
alessiabertugli__AC-VRNN,master,5,22,"['generative-model', 'graph-attention-networks', 'graph-neural-networks', 'recurrent-neural-networks', 'surveillance', 'time-series', 'trajectory-prediction', 'variational-autoencoder']",2020-02-12T15:37:59Z
janosh__torch-mnf,main,3,19,"['generative-modeling', 'normalizing-flows', 'pytorch']",2020-02-10T15:10:10Z
jungwhank__fake-review-generator,master,6,16,"['gpt-2', 'gpt2', 'huggingface', 'nlp', 'pytorch', 'text-generation', 'textgeneration', 'yelp', 'yelp-dataset']",2020-02-17T13:44:13Z
roymor1__OptimalStrategiesAgainstGenerativeAttacks,master,0,8,"['authentication', 'game-theory', 'gan', 'generative-adversarial-networks', 'generative-attacks', 'generative-models', 'pytorch', 'pytorch-implementation']",2020-02-08T19:27:54Z
poltorres0999__Image-generation-with-GAN-and-RaSGAN,master,1,3,[],2020-02-10T11:14:50Z
ManuelPalermo__mushroom_rl_imitation,master,1,3,"['gail', 'generative-adversarial-networks', 'imitation-learning', 'inverse-reinforcement-learning', 'pytorch', 'reinforcement-learning']",2020-02-11T15:20:56Z
boubnanm__Handwritten-Text-Generation,master,1,2,"['generation', 'handwriting', 'handwriting-generation', 'handwriting-synthesis', 'handwritten-characters', 'lstm', 'pytorch', 'rnn', 'rnn-pytorch']",2020-02-16T22:17:40Z
theopfr__smiley-gan,master,0,1,"['convolutional-neural-network', 'generative-adversarial-network', 'pytorch']",2020-02-07T18:28:23Z
longenbach__GANs_PyTorch,master,1,0,"['backpropagation', 'generative-adversarial-network', 'numpy', 'pytorch']",2020-02-07T20:45:53Z
alpc91__NICE-GAN-pytorch,master,42,228,"['computer-vision', 'deep-learning', 'deep-neural-networks', 'gan', 'generative-adversarial-network', 'image-to-image-translation', 'pytorch', 'reusing-discriminators']",2020-03-03T04:05:50Z
sfme__RVAE_MixedTypes,master,12,47,"['data-analysis', 'deep-learning', 'generative-model', 'outlier-detection', 'python', 'pytorch', 'repair', 'robust-variational-autoencoders', 'tabular-data', 'unsupervised-learning']",2020-02-21T11:14:14Z
hklchung__GAN-GenerativeAdversarialNetwork,master,4,12,"['beginner', 'cgan', 'cv', 'cyclegan', 'dcgan', 'fake-images', 'from-scratch', 'gan', 'gan-architectures', 'gans', 'image-generation', 'image-translation', 'implementation', 'infogan', 'lsgan', 'pytorch', 'tensorflow']",2020-03-05T11:02:52Z
gcervantes8__Fast-Image-Gans,master,1,7,"['biggan', 'cgan', 'dcgan', 'deep-biggan', 'deep-learning', 'fake', 'games', 'gan', 'generative-adversarial-network', 'generator', 'image-processing', 'machine-learning', 'pytorch', 'pytorch-implementation']",2020-03-06T01:42:03Z
Lornatang__WassersteinGAN-PyTorch,master,2,6,"['discriminator', 'generative-adversarial-network', 'pytorch', 'wgan']",2020-02-21T07:11:29Z
gmftbyGMFTBY__Transformer-Dialog,master,0,6,"['chit-chat', 'dialogue', 'generative', 'open-domain', 'transformer']",2020-02-20T15:31:08Z
Cuongvn08__RMCosGAN,master,0,3,"['generative-adversarial-network', 'loss-functions', 'margin-cosine-loss', 'pytorch']",2020-03-06T13:09:16Z
gugarosa__textformer,master,0,3,"['python', 'pytorch', 'text-generation', 'text-translation', 'transformer']",2020-02-20T20:33:57Z
itsmystyle__DLCV2019Fall-GAN-and-Domain-Adaptation,master,0,1,"['auxiliary-classifier-gan', 'domain-adaptation', 'generative-adversarial-network', 'pytorch']",2020-02-23T08:21:03Z
kristogj__dcgan,master,0,0,"['dcgan', 'generative-adversarial-network', 'pytorch']",2020-02-26T23:40:31Z
wtjiang98__PSGAN,master,137,686,"['gan', 'generative-adversarial-network', 'makeup', 'makeup-transfer', 'psgan', 'pytorch']",2020-03-19T15:09:11Z
menyifang__ADGAN,master,91,462,"['gan', 'generative-adversarial-network', 'image-synthesis', 'pose-transfer', 'pytorch', 'virtual-try-on']",2020-03-22T11:21:08Z
tohinz__ConSinGAN,master,69,428,"['consingan', 'gan', 'harmonization', 'image', 'image-animation', 'image-editing', 'image-generation', 'single-image-generation']",2020-03-18T09:17:05Z
gmftbyGMFTBY__OpenDialog,master,20,108,"['bert', 'chinese', 'corpus', 'gan-based', 'generative', 'gpt2', 'multi-view', 'open-domain', 'pytorch', 'reinforcement-learning', 'retrieval', 'transformers', 'wechat', 'wechat-api']",2020-03-15T05:46:41Z
clear-nus__OCFGAN,master,5,14,"['characteristic-functions', 'gan', 'generative-adversarial-network', 'probability-metric']",2020-03-10T21:02:00Z
vatsalsaglani__Multi-Headed-Self-Attention-Transformer,generator_transformer,1,6,"['natural-language-generation', 'natural-language-processing', 'python', 'pytorch', 'pytorch-implementation', 'sentence-classification']",2020-03-22T11:26:44Z
AkbarShah96__Pix2Pix-PyTorch,master,1,3,"['deep-learning', 'deep-neural-networks', 'gan', 'generative-adversarial-network', 'generative-model', 'image2image', 'machine-lear', 'pix2pix']",2020-03-09T12:26:11Z
kwotsin__mimicry,master,64,596,"['cgan', 'cvpr', 'cvpr20', 'cvpr2020', 'dcgan', 'gan', 'gans', 'generative-adversarial-networks', 'generative-models', 'infomax-gan', 'machine-learning', 'python', 'pytorch', 'reproducibility', 'sngan', 'sngan-projection', 'ssgan', 'wgan-gp']",2020-03-31T18:35:55Z
EugenHotaj__pytorch-generative,master,60,384,"['autoregressive-neural-networks', 'beta-vae', 'generative-models', 'image-generation', 'image-gpt', 'paper-implementations', 'pixelcnn', 'pixelsnail', 'pytorch-generative', 'variational-autoencoders', 'vd-vae', 'vq-vae']",2020-03-25T01:02:56Z
yzhq97__transmomo.pytorch,master,53,377,"['cvpr', 'dance', 'generative-adversarial-network', 'motion-retargeting', 'unsupervised-learning']",2020-04-01T01:22:33Z
devjwsong__transformer-translator-pytorch,master,10,51,"['machine-translation', 'natural-language-generation', 'natural-language-processing', 'nlg', 'nlp', 'pytorch', 'transformer']",2020-03-29T06:18:58Z
ChristophReich1996__Semantic_Pyramid_for_Image_Generation,master,6,46,"['adversarial-learning', 'cnn', 'convolutional-neural-networks', 'deep-learning', 'deep-neural-networks', 'gan', 'generative-adversarial-network', 'image-generation', 'machine-learning', 'pytorch', 'semantic-pyramid', 'semantic-pyramid-image-generation']",2020-03-26T20:50:38Z
Lleyton-Ariton__molecule-generation,master,7,16,"['computational-chemistry', 'coronavirus', 'machine-learning', 'molecule-generation', 'pytorch']",2020-03-24T20:25:11Z
kozistr__NatSR-pytorch,master,3,6,"['cvpr2019', 'generative-adversarial-network', 'pytorch', 'sisr', 'super-resolution']",2020-03-31T05:02:47Z
alexj94__future_urban_scene_generation,master,1,4,"['3d-geometry', 'computer-vision', 'deep-learning', 'intermediate-representation', 'view-synthesis']",2020-04-02T11:03:53Z
rmrao__transformer-pytorch-fast-decode,master,0,1,"['fast-decode', 'generative-model', 'nlp', 'pytorch', 'transformer']",2020-04-03T18:46:35Z
Alont93__music-generation-using-rnn,master,0,1,[],2020-03-31T10:57:29Z
kristogj__deep_learning,master,0,0,"['convolutional-neural-networks', 'generative-adversarial-network', 'pytorch', 'recurrent-neural-networks']",2020-04-01T19:13:55Z
giangnguyen2412__VanillaGan-DCGAN-for-MNIST-CIFAR10-celebA,master,0,0,"['celeba', 'cifar10', 'dcgan', 'gan', 'generative-adversarial-network', 'mnist']",2020-03-25T05:12:26Z
Bh4r4t__Sementic-Image-Inpainting,master,0,0,"['celeba-dataset', 'dcgan', 'deep-generative-models', 'deep-learning', 'image-inpainting', 'pytorch', 'pytorch-implementation', 'sementic-image-inpainting']",2020-03-24T22:03:51Z
toshas__torch-fidelity,master,58,839,"['evaluation', 'frechet-inception-distance', 'gan', 'generative-model', 'inception-score', 'kernel-inception-distance', 'metrics', 'perceptual-path-length', 'precision', 'pytorch', 'reproducibility', 'reproducible-research']",2020-04-23T10:44:20Z
applied-ai-lab__genesis,master,19,93,"['generative-model', 'machine-learning', 'object-centric', 'pytorch', 'vae']",2020-04-10T14:18:44Z
JustusThies__NeuralTexGen,master,10,69,"['image-generation', 'optimization', 'pytorch', 'texture-mapping']",2020-04-14T19:21:36Z
minimalist-nlp__gpt2-text-generation,master,8,19,[],2020-04-12T18:00:01Z
EngineeringSoftware__roosterize,master,5,18,"['coq', 'deep-learning', 'machine-learning', 'mathcomp', 'name-generation', 'neural-networks', 'pytorch', 'serapi']",2020-04-19T01:04:11Z
ysbsb__dcgan-pytorch-cifar10,master,2,8,"['dcgan', 'dcgan-pytorch', 'gan', 'generative-adversarial-network', 'generative-model', 'pytorch', 'pytorch-implementation']",2020-04-14T06:35:25Z
sampan-s-nayak__text-generation,master,0,4,"['bootstrap', 'deeplearning', 'flask', 'lstm', 'machinelearning', 'nltk', 'python', 'pytorch', 'text-generation']",2020-04-21T12:42:34Z
tata24__generative-model_pytorch,master,0,3,[],2020-04-18T14:40:33Z
dmitry-vorobiev__generative-models,master,2,2,"['pytorch', 'stylegan2']",2020-04-08T09:35:19Z
awkrail__recipe_generation_from_an_image_sequence.pytorch,master,1,1,[],2020-04-20T08:55:08Z
kirubarajan__language_modelling,master,0,1,"['language-model', 'neural-network', 'pytorch', 'text-generation']",2020-04-21T21:30:26Z
generative-adversarial-networks__deeplearning-pytorch,master,0,0,[],2020-04-13T15:57:04Z
openai__jukebox,master,1342,7423,"['audio', 'generative-model', 'music', 'paper', 'pytorch', 'transformer', 'vq-vae']",2020-04-29T17:16:12Z
Ha0Tang__XingGAN,master,36,228,"['appearance-features', 'crossing', 'deepfashion', 'eccv-2020', 'eccv2020', 'feature-fusion', 'generation', 'image-generation', 'non-local', 'pytorch', 'selectiongan', 'shape-features']",2020-05-07T23:09:53Z
Ha0Tang__BiGraphGAN,master,16,128,"['bipartite-graphs', 'bmvc', 'bmvc20', 'deepfashion', 'graph', 'image-generation', 'person', 'person-image-generation', 'pytorch', 'selectiongan']",2020-05-07T23:11:18Z
alexeykarnachev__full_stack_transformer,master,6,70,"['gpt-2', 'language-model', 'language-model-finetuning', 'language-model-generation', 'pytorch-lightning', 'telegram-bot', 'transformers']",2020-04-27T23:42:43Z
lifeitech__nce,master,3,24,"['energy-based-model', 'generative-modeling', 'machine-learning', 'nce', 'noise-contrastive-estimation', 'pytorch']",2020-05-08T13:32:22Z
MXMX0811__PyTorch_music_generation,master,1,6,[],2020-05-07T08:15:59Z
alehuger__generative_models,master,0,0,[],2020-04-30T10:20:22Z
kthksgy__jpeg-dcgan-tensorflow,master,0,0,"['deep-learning', 'gan', 'generative-adversarial-network', 'python', 'tensorflow']",2020-05-04T23:42:56Z
