full_name,default_branch,forks,watchers,topics,created_at
deep-learning-algorithm__LightWeightCNN,master,2,9,"['cnn', 'convolutional-neural-network', 'image-classification', 'image-processing', 'mnasnet', 'mobilenet-v1', 'mobilenet-v2', 'mobilenet-v3', 'python', 'pytorch', 'shuffulenet', 'squeezenet']",2020-04-24T06:41:29Z
Renovamen__Image-Captioning,master,1,8,"['adaptive-attention', 'attention', 'captions', 'cv', 'image-captioning', 'nlp', 'pytorch', 'show-and-tell', 'show-attend-and-tell']",2020-04-29T11:28:01Z
wubinary__Be_a_Batman-See_Motions_in_the_Dark,master,1,7,"['deep-learning', 'low-light-image-enhancement', 'pytorch', 'video-processing']",2020-05-03T02:54:01Z
gatsby2016__Pathological-Multi-Task-on-Prior,master,0,5,"['cnn', 'isbi2020', 'medical-image-analysis', 'multi-task-learning', 'pathological-images', 'pytorch']",2020-04-29T09:01:28Z
FnSK4R17s__Testing-Mixed-Precision-Training-Using-Pytorch-Lightning-and-Segmentation-Models,master,1,4,"['image-processing', 'image-processing-python', 'image-segmentation', 'imagenet', 'models', 'neural-networks', 'pretrained-models', 'pytorch', 'segmentation', 'segmentation-models', 'semantic-segmentation', 'unet', 'unet-image-segmentation', 'unet-pytorch', 'unet-segmentation']",2020-05-01T10:18:15Z
hahnec__color-space-converter,master,1,4,"['cnn', 'color', 'conversion', 'converter', 'hsv', 'image', 'lab', 'lms', 'model', 'processing', 'pytorch', 'rgb', 'space', 'tensorflow', 'xyz', 'yuv']",2020-04-24T23:14:25Z
jonasgrebe__pt-deep-image-colorization,master,0,3,"['algorithms', 'cascaded-refinement-networks', 'colorization', 'computer-vision', 'deep-learning', 'pytorch', 'vgg19']",2020-04-25T19:49:45Z
Malikanhar__Neural-Style-Transfer,master,3,2,"['artistic-style-transfer', 'image-processing', 'pytorch', 'style-transfer']",2020-04-26T02:15:50Z
daniil-777__graph-matching,master,0,1,"['deep-learning', 'graph-neural-networks', 'pytorch']",2020-05-01T14:23:03Z
kelvindecosta__heimdall,master,0,1,"['drone', 'image-processing', 'pytorch', 'semantic-segmentation']",2020-05-05T20:39:20Z
uavaustin__hawk-eye,master,2,0,"['aerial-image-detection', 'computer-vision', 'deep-learning', 'pytorch']",2020-05-03T20:00:23Z
ashtraysoap__pytorch-scripts,master,0,0,"['attention-mechanism', 'deep-learning', 'image-captioning', 'machine-learning', 'pytorch']",2020-04-28T08:11:35Z
graphnj__zjhFaceLab-PyTorch,master,1,0,[],2020-05-03T01:28:47Z
helloybz__Deepwalk-Clone,main,0,0,"['clone-coding', 'deepwalk', 'graph-representation-learning', 'neighborhood-reconstruction-method', 'node-embedding', 'pytorch-implementations', 'random-walk-embedding']",2020-05-06T02:22:04Z
santoshkosgi__imagecaptioning,master,0,0,[],2020-05-07T08:12:36Z
sreeharimenon1994__image_classification,master,0,0,"['cnn', 'python3', 'pytorch', 'resnet-34', 'vgg16']",2020-05-03T20:31:44Z
MatthewInkawhich__imagenet,master,0,0,[],2020-04-28T16:15:30Z
viggyr__HDRVideo3DGan,master,0,0,"['deep-learning', 'gan', 'hdr', 'hdr-video', 'image-processing', 'pytorch', 'video-processing']",2020-05-09T17:23:12Z
google-research__big_transfer,master,175,1478,"['convolutional-neural-networks', 'deep-learning', 'imagenet', 'jax', 'pytorch', 'tensorflow2', 'transfer-learning']",2020-05-11T21:34:13Z
open-mmlab__OpenUnReID,master,67,386,"['domain-translation', 'image-retrieval', 'open-set-domain-adaptation', 'pseudo-labeling', 're-identification', 'unsupervised-domain-adaptation', 'unsupervised-learning']",2020-05-25T03:33:45Z
microsoft__ptgnn,master,39,370,"['deep-learning', 'geometric-deep-learning', 'gnn', 'graph-neural-networks', 'pytorch']",2020-05-12T08:42:30Z
ain-soph__trojanzoo,main,62,262,"['adversarial-attacks', 'backdoor-attacks', 'deep-learning', 'image-classification', 'pytorch']",2020-05-11T04:48:57Z
ChandlerBang__Pro-GNN,master,42,260,"['adversarial-attacks', 'attack-defense', 'deep-learning', 'defense', 'graph-mining', 'graph-neural-networks', 'graph-structure-recovery', 'machine-learning', 'pytorch', 'semi-supervised-learning']",2020-05-20T20:15:06Z
biasvariancelabs__aitlas,master,36,174,"['artificial-intelligence', 'classification', 'computer-vision', 'dataset', 'deep-learning', 'deep-neural-networks', 'earth-observation', 'geospatial', 'image-classification', 'machine-learning', 'models', 'object-detection', 'pytorch', 'remote-sensing', 'satellite-data', 'satellite-images', 'segmentation', 'sentinel', 'vision-transformer']",2020-05-15T14:59:51Z
codeKgu__Text-GCN,master,24,113,"['aaai', 'deep-learning', 'gcn', 'gnn', 'graph-convolutional-networks', 'machine-learning', 'pytorch', 'text-classification', 'text-gcn', 'twitter-dataset']",2020-05-17T18:19:53Z
zwx8981__UNIQUE,master,10,113,"['blind-image-quality-assessment', 'deep-neural-networks', 'image-quality-assessment', 'learning-to-rank', 'matlab', 'pytorch']",2020-05-19T03:47:31Z
thiviyanT__torch-rgcn,master,15,105,"['graph-convolutional-network', 'graph-neural-network', 'link-prediction', 'node-classification', 'relational-graphs']",2020-05-19T14:19:43Z
sair-lab__LGL,master,9,67,"['graph-learning', 'lifelong-learning', 'pytorch']",2020-05-10T18:34:03Z
ternaus__midv-500-models,master,12,67,"['computer-vision', 'deep-learning', 'document-scanner', 'image-segmentation', 'python', 'pytorch', 'semantic-segmentation']",2020-05-19T18:00:02Z
realrate__Causing,develop,8,52,"['automatic-differentiation', 'causal-networks', 'causality-analysis', 'dag', 'derivatives', 'do-calculus', 'effects-modeling', 'gnn', 'graph-theory', 'graphs', 'latent-variables', 'mediation-analysis', 'neural-networks', 'python', 'pytorch', 'simultaneous-equation', 'structural-analysis', 'structural-equation-modeling']",2020-05-25T14:29:04Z
avivga__overlord,main,6,46,"['disentanglement', 'face-manipulations', 'generative-models', 'iccv', 'image-to-image-translation', 'image-translation', 'pytorch', 'stylegan', 'stylegan2']",2020-05-14T18:26:40Z
yiqun-wang__MGCN,master,7,38,"['descriptor-learning', 'graphics', 'multiscale-gcns', 'pytorch', 'siggraph']",2020-05-25T13:47:19Z
njustczr__cspdarknet53,master,4,29,"['imagenet', 'pytorch']",2020-05-13T09:51:49Z
Gaozhongpai__LSAConvMesh,master,5,20,"['3d-reconstruction', '3d-vision', 'graph-convolutional-networks', 'mesh-generation', 'pytorch']",2020-05-10T05:10:47Z
xiaobaicxy__resnet18-image-classification-pytorch,master,5,19,[],2020-05-21T03:55:54Z
Azure-Samples__azure-functions-pytorch-image-identify,master,11,15,[],2020-05-25T00:03:40Z
zigangzhao-ai__Pytorch-Yolov3--Remote-sensing-image,master,11,13,[],2020-05-20T08:55:21Z
jasonseu__cnn_graph.pytorch,master,2,12,['gcn'],2020-05-20T06:07:29Z
shan18__Depth-Estimation-Segmentation,master,3,9,"['convolutional-neural-networks', 'deep-learning', 'depth-estimation', 'image-segmentation', 'python', 'pytorch']",2020-05-24T21:15:13Z
AsajuHuishi__Generate_a_quadratic_image_with_GAN,master,3,8,[],2020-05-19T07:58:23Z
birdsiitmandi__birds_image_classification,master,0,7,"['bird-species-classification', 'fine-grained-classification', 'image-classification', 'image-segmentation', 'keras', 'pytorch']",2020-05-20T17:40:55Z
xiaobaicxy__cnn-image-classification-mnist-pytorch,master,4,5,[],2020-05-20T03:04:19Z
jinsuyoo__deepdeblur,master,0,5,"['deblur', 'deep-learning', 'image-deblur', 'image-restoration', 'pytorch']",2020-05-20T14:29:34Z
Xiaohan-Chen__image-video-image-recognition-pytorch,master,0,4,[],2020-05-20T04:29:44Z
ResByte__plant-pathology-2020-fgvc7-pytorch,master,0,4,"['image-classification', 'kaggle', 'kaggle-competition', 'pytorch']",2020-05-11T04:25:56Z
yellajaswanth__MGATRx,master,2,3,"['attention-mechanism', 'drug-repurposing', 'drug-target-interactions', 'drugbank', 'graph-convolutional-networks', 'graph-neural-networks', 'network-embedding', 'pytorch']",2020-05-19T18:33:20Z
phuocphn__pytorch-imagenet-preactresnet,master,4,2,[],2020-05-18T05:48:41Z
xfanak__GCNN,master,0,2,"['graph-neural-networks', 'python', 'pytorch-implementation']",2020-05-13T01:01:11Z
Mdhvince__computer_vision_helpers,master,0,2,"['computer-vision', 'convolutional-neural-networks', 'deep-learning', 'image-processing', 'pytorch']",2020-05-10T11:05:36Z
lovarano__pytorch-flower-image-classifier,master,0,1,[],2020-05-11T18:56:26Z
akhilpandey95__uncertainty,master,0,1,"['aleatoric-uncertainty', 'bayesian-deep-learning', 'epistemic-uncertainty', 'gnn', 'graph', 'keras', 'pytorch', 'uncertainty-quantification']",2020-05-21T13:30:16Z
mayf1y__flip_image,master,0,0,[],2020-05-18T07:25:59Z
QQQQQby__MNIST-Classification-Pytorch,master,0,0,"['convolutional-neural-networks', 'deep-learning', 'image-classification', 'mnist', 'python3', 'pytorch']",2020-05-21T17:39:03Z
chris-ha458__pytorch-lightning-image-models,master,0,0,[],2020-05-20T13:11:34Z
ktimchen__image-argparse,master,0,0,[],2020-05-18T15:35:27Z
chLFF__alphaGAN-GP-for-images-augmentation-in-PyTorch,master,0,0,[],2020-05-21T04:11:37Z
ganjalipour__Deep-learning,master,1,0,"['convolutional-neural-networks', 'deep', 'deep-neural-networks', 'graph', 'lstm-neural-networks', 'machine-learning', 'neural-network']",2020-05-17T17:41:09Z
gabridego__MLDL20_Incremental_Learning,master,1,0,"['computer-vision', 'image-classification', 'incremental-learning', 'polito', 'python', 'pytorch']",2020-05-25T23:34:42Z
snap-stanford__deepsnap,master,55,521,"['deep-learning', 'graph-neural-networks', 'pytorch']",2020-06-06T21:17:38Z
jeya-maria-jose__KiU-Net-pytorch,master,77,337,"['brats', 'deep-learning', 'deep-neural-networks', 'kiunet', 'lits-challenge', 'medical-image-segmentation', 'medical-imaging', 'pytorch', 'segmentation', 'semantic-segmentation']",2020-06-03T07:22:27Z
minar09__cp-vton-plus,master,112,319,"['2d-virtual-try-on', 'cp-vton-plus', 'emcom', 'emcom-lab', 'image-based', 'official-implementation', 'pytorch', 'pytorch-implementation', 'seoultech', 'virtual-try-on', 'virtual-tryon', 'vton']",2020-05-27T03:28:27Z
SamsungLabs__image_harmonization,master,40,267,"['harmonization', 'hrnets', 'image-harmonization', 'pytorch']",2020-06-01T08:56:52Z
CRIPAC-DIG__GRACE,master,51,265,"['contrastive-learning', 'deep-learning', 'graph-representation-learning', 'machine-learning']",2020-06-07T08:56:18Z
yxgeee__OpenIBL,master,41,258,"['image-based-localisation', 'image-retrieval', 'localization', 'netvlad', 'place-recognition']",2020-06-06T15:09:06Z
layumi__person-reid-3d,master,46,256,"['3d', 'dukemtmc-reid', 'graph-neural-networks', 'market-1501', 'msmt17', 'ognet', 'person-reid', 'person-reidentification', 'pytorch', 're-id', 're-identification', 'reid']",2020-06-06T08:26:56Z
cientgu__GIQA,master,31,206,"['generative-adversarial-networks', 'generative-model', 'image-quality-assessment']",2020-06-10T02:33:42Z
zyx423__Graph-Embeddding,master,25,161,"['gae', 'graph-neural-networks', 'graphembedding']",2020-06-09T13:50:12Z
mengliu1998__DeeperGNN,master,34,151,"['geometric-deep-learning', 'graph-neural-networks', 'node-classification', 'semi-supervised-learning']",2020-06-01T06:10:26Z
verlab__Learning2Dance_CAG_2020,master,10,84,"['computer-and-graphics', 'computer-vision', 'gcn', 'graph-adversarial-learning', 'graph-convolutional-networks', 'human-motion', 'human-motion-analysis', 'motion-analysis', 'motion-animation', 'motion-synthesis', 'multimodal-learning', 'sound-processing']",2020-06-10T22:02:48Z
hli1221__imagefusion-nestfuse,master,22,70,"['deep-learning', 'imagefusion', 'nest-connection', 'pytorch']",2020-06-05T05:17:05Z
d-li14__regnet.pytorch,master,13,67,"['imagenet', 'neural-architecture-search', 'pretrained-models', 'pytorch', 'regnet', 'resnext']",2020-06-06T15:35:20Z
brudfors__UniRes,master,10,65,"['computed-tomography', 'magnetic-resonance-imaging', 'medical-imaging', 'super-resolution']",2020-06-09T14:53:02Z
he-dhamo__simsg,master,16,56,"['deep-learning', 'gans', 'generative-models', 'graph-convolution', 'image-manipulation', 'pytorch', 'scene-graphs']",2020-05-28T09:13:00Z
IAmigos__avatar-image-generator,master,13,46,"['deep-learning', 'gans']",2020-06-07T17:17:34Z
jabertuhin__image-classification-api,development,7,40,"['fastapi', 'pytorch', 'pytorch-lightning']",2020-06-08T07:33:50Z
daiquocnguyen__QuatRE,master,3,33,"['hamilton-product', 'knowledge-base-completion', 'knowledge-graph-completion', 'knowledge-graph-embeddings', 'link-prediction', 'quaternion-algebra']",2020-05-28T07:11:01Z
raghavian__graph_refinement,master,4,32,[],2020-06-02T13:28:41Z
EstherBear__implementation-of-pruning-filters,master,2,25,"['cifar10', 'imagenet', 'l1-norm', 'prune', 'pytorch', 'resnet', 'vgg']",2020-06-05T05:06:33Z
Yukariin__SAN_pytorch,master,2,23,"['attention', 'pytorch', 'single-image-super-resolution', 'super-resolution']",2020-06-09T13:59:34Z
etaoxing__sgm-sorb,master,1,7,"['ddpg', 'deep-reinforcement-learning', 'pytorch', 'reinforcement-learning', 'rl', 'search-on-the-replay-buffer', 'sparse-graphical-memory']",2020-06-04T15:59:59Z
Anumol96__image_gradient,master,1,4,[],2020-06-04T10:39:13Z
gabrielmittag__Bias-Aware-Loss,master,2,4,"['bias-loss', 'image-quality', 'image-quality-assessment', 'machine-learning', 'pytorch', 'qoe', 'quality-of-experience', 'speech-quality']",2020-06-10T13:19:55Z
lepoeme20__pytorch-image-classification,master,0,3,"['celeba', 'cifar10', 'custom', 'fmnist', 'mnist', 'pytorch', 'resnet']",2020-06-09T05:15:22Z
funhere__multi-image_joint_classifier,master,2,3,[],2020-06-01T00:21:44Z
FarnoushRJ__MLProject_Pix2Pix,master,0,3,"['computer-vision', 'deep-learning', 'deeplearning', 'gan', 'generative-adversarial-network', 'generative-model', 'image-processing', 'image-to-image-translation', 'machine-learning', 'machinelearning', 'machinevision', 'pix2pix']",2020-05-27T16:01:01Z
jayeshsaita__image_captioning_pytorch,master,0,2,"['cnn', 'deep-learning', 'image-captioning', 'lstm', 'pytorch', 'pytorch-lightning']",2020-06-08T18:01:32Z
James-Gilbert-__pneumonia-detection,master,1,2,"['medical-image-analysis', 'pneumonia-detection', 'pytorch', 'transfer-learning', 'xray-detection']",2020-05-28T21:37:44Z
koninik__multimodal_machine_translation,master,0,2,"['image-features', 'multimodal-deep-learning', 'neural-machine-translation', 'transformers']",2020-06-08T15:12:47Z
shanminlin__image_processing,master,1,1,"['image-classification', 'instance-segmentation', 'object-detection']",2020-06-08T18:57:46Z
LichenYang-Jeffrey__GAT-for-COVID-19,master,0,1,"['graph-neural-network', 'pytorch']",2020-05-31T02:36:57Z
raojay7__cnnimageretrieval-pytorch,master,0,0,[],2020-05-26T08:59:29Z
matheusdefarias__pytorch_image_colorization_mfcs,master,0,0,[],2020-06-03T00:42:58Z
JananiSBabu__Dogbreeds-classifier-PyTorch,master,0,0,"['classify-images', 'cnn-architectures', 'pet-images', 'python', 'pytorch', 'udacity-nanodegree']",2020-06-01T23:50:35Z
shadumy__image_classification,master,0,0,[],2020-06-07T04:04:43Z
tingshengtan__DeepLearningForImageCaptioning,master,0,0,"['deep-learning', 'image-captioning', 'pytorch', 'tpgn']",2020-05-28T00:02:34Z
IamGianluca__siim-isic-melanoma-classification,master,0,0,"['deep-learning', 'dvc', 'image-classification', 'kaggle', 'machine-learning', 'python', 'pytorch', 'pytorch-lightning']",2020-06-01T00:50:00Z
nmichlo__mtg-dataset,main,0,0,"['cached', 'conversion', 'data', 'dataset', 'downloader', 'hdf5', 'images', 'magic-the-gathering', 'mtg', 'proxy', 'python', 'python3', 'pytorch', 'resize-images', 'scraping']",2020-06-09T15:31:50Z
microsoft__Bringing-Old-Photos-Back-to-Life,master,1844,14263,"['gans', 'generative-adversarial-network', 'image-manipulation', 'image-restoration', 'old-photo-restoration', 'photo-restoration', 'photos', 'pytorch']",2020-06-24T06:37:58Z
open-mmlab__mmsegmentation,main,2427,7085,"['deeplabv3', 'image-segmentation', 'medical-image-segmentation', 'pspnet', 'pytorch', 'realtime-segmentation', 'retinal-vessel-segmentation', 'semantic-segmentation', 'swin-transformer', 'transformer', 'vessel-segmentation']",2020-06-14T04:32:33Z
RUCAIBox__RecBole,master,563,3083,"['collaborative-filtering', 'ctr-prediction', 'deep-learning', 'graph-neural-networks', 'knowledge-graph', 'pytorch', 'recommendation-system', 'recommendations', 'recommender', 'recommender-systems', 'sequential-recommendation']",2020-06-11T15:18:11Z
open-mmlab__mmselfsup,main,424,3029,"['beit', 'mae', 'masked-image-modeling', 'moco', 'pytorch', 'self-supervised-learning', 'simclr', 'simsiam', 'unsupervised-learning']",2020-06-12T05:29:42Z
mit-han-lab__data-efficient-gans,master,174,1246,"['data-efficient', 'gans', 'generative-adversarial-network', 'image-generation', 'neurips-2020', 'pytorch', 'tensorflow']",2020-06-15T16:07:24Z
microsoft__CoCosNet,master,45,386,"['cocosnet', 'computer-vision', 'deep-learning', 'gans', 'generative-adversarial-network', 'image-manipulation', 'image-synthesis', 'image-translation', 'pytorch']",2020-06-19T08:34:39Z
iduta__pyconv,master,52,319,"['artificial-intelligence', 'cnn', 'computer-vision', 'convolutional-neural-networks', 'deep-learning', 'deep-neural-networks', 'image-recognition', 'imagenet', 'machine-learning', 'neural-network', 'pattern-recognition', 'pyconv', 'pytorch', 'residual-learning', 'residual-networks']",2020-06-20T08:14:24Z
teddykoker__image-gpt,master,34,241,"['gpt', 'gpt2', 'image-gpt']",2020-06-20T03:47:57Z
loeweX__AmortizedCausalDiscovery,master,39,191,"['causal-discovery', 'deep-learning', 'graph-neural-networks', 'pytorch']",2020-06-18T18:08:19Z
gbouritsas__GSN,master,19,88,"['graph-neural-networks', 'graph-representation-learning', 'neural-network-expressivity', 'pytorch', 'subgraph-isomorphism']",2020-06-23T09:32:48Z
rusty1s__himp-gnn,master,5,73,"['geometric-deep-learning', 'graph-neural-networks', 'graph-pooling', 'junction-tree', 'molecular-graph', 'pytorch']",2020-06-22T11:48:01Z
monniert__dti-clustering,master,11,71,"['clustering', 'computer-vision', 'deep-learning', 'image-clustering', 'neurips-2020', 'neurips2020', 'pytorch', 'unsupervised-learning']",2020-06-16T12:25:55Z
manpreet1130__RealTime-Sudoku-Solver,master,11,61,"['artificial-intelligence', 'cnn', 'image-processing', 'opencv-python', 'pytorch', 'realtime', 'sudoku-solver']",2020-06-15T08:00:57Z
enochkan__vox2vox,master,17,52,"['3d-volume', 'image-segmentation', 'medical-image-processing', 'medical-imaging', 'organ-segmetation', 'pytorch', 'pytorch-implementation', 'segmentation-volumes']",2020-06-12T03:11:59Z
LiChenyang-Github__tianchi_Cervical_Cancer_top4,master,21,47,"['aliyun', 'cervical-cancer', 'computer-vision', 'medical-image-processing', 'object-detection', 'python', 'pytorch', 'tianchi-competition']",2020-06-23T05:08:49Z
armanihm__GDC,master,15,45,"['bayesian-deep-learning', 'bayesian-neural-networks', 'deep-learning', 'deep-neural-networks', 'gcn', 'gcnn', 'graph-convolutional-networks', 'graph-deep-learning', 'graph-neural-network', 'graph-neural-networks', 'graphneuralnetwork', 'machine-learning']",2020-06-22T17:38:21Z
DotWang__ASSMN,master,9,40,"['computer-vision', 'convlstm', 'convolutional-neural-networks', 'deep-learning', 'hyperspectral-image-classification', 'lstm', 'python', 'pytorch', 'remote-sensing']",2020-06-22T10:12:41Z
KCL-BMEIS__VS_Seg,master,8,39,"['deep-learning', 'medical-image-segmentation', 'monai', 'pytorch']",2020-06-18T16:01:36Z
vrvlive__knowlege-distillation,master,6,29,"['image-classification', 'knowledge-distillation', 'python', 'pytorch', 'pytorch-lightning']",2020-06-23T07:25:32Z
MILVLG__mt-captioning,master,8,24,"['image-captioning', 'multimodal-transformer', 'pytorch']",2020-06-13T14:42:39Z
egyptdj__graph-neural-mapping,master,5,23,[],2020-06-11T23:10:45Z
alpemek__aerial-segmentation,master,8,21,"['aerial-imagery', 'deep-learning', 'fast-scnn', 'image-segmentation', 'pytorch', 'semantic-segmentation', 'unet']",2020-06-18T23:15:59Z
AberHu__ImageNet-training,master,6,16,"['amp', 'dali', 'distributed-training', 'imagenet-training', 'nas', 'profiling', 'pytorch']",2020-06-24T08:09:08Z
hubowen7__hyperspectral-image-classification-system,master,2,6,"['pyqt5', 'python', 'pytorch', 'sklearn']",2020-06-18T05:28:42Z
Enescigdem__ClassificationwithCNNs,master,0,2,"['convolutional-neural-networks', 'image-classification', 'pytorch', 'pytorch-cnn', 'resnet-18', 'vgg16']",2020-06-13T18:57:34Z
sovit-123__Deep-Learning-Image-Super-Resolution,master,0,2,"['computer', 'convolutional-neural-networks', 'deep-learning', 'image-processing', 'image-super-resolution', 'neural-network', 'python', 'pytorch', 'pytorch-implementation']",2020-06-19T05:25:54Z
ispobock__simple-image-classification,master,1,1,"['image-classification', 'pytorch']",2020-06-22T03:15:16Z
alexmirrington__gat-vqa,develop,2,1,"['compositional-attention-networks', 'deep-learning', 'gqa', 'graph-attention-networks', 'pytorch', 'scene-graph', 'visual-question-answering', 'visual-reasoning', 'vqa']",2020-06-16T11:47:12Z
mdvsh__vision-papers-pytorch,master,0,0,"['computer-vision', 'computer-vision-papers', 'imagenet', 'pytorch']",2020-06-13T05:54:27Z
Fuat-Sezer__Pytorch-image-classification-LSIFIR-,master,0,0,[],2020-06-25T07:00:02Z
i-l-sokolov__Interactive_style_transfer_from_two_images_PyTorch,master,0,0,"['ipywidgets', 'python', 'pytorch', 'style-transfer', 'vgg19']",2020-06-21T19:39:26Z
adamwlev__coco-image-captioner,master,0,0,[],2020-06-12T21:28:10Z
kite99520__ResNet-for-cifar-10-classification,master,0,0,"['cifar-10', 'graph-classification', 'pytorch']",2020-06-11T07:44:26Z
open-mmlab__mmpretrain,main,989,3012,"['beit', 'clip', 'constrastive-learning', 'convnext', 'deep-learning', 'image-classification', 'mae', 'masked-image-modeling', 'mobilenet', 'moco', 'multimodal', 'pretrained-models', 'pytorch', 'resnet', 'self-supervised-learning', 'swin-transformer', 'vision-transformer']",2020-07-09T16:25:04Z
benedekrozemberczki__pytorch_geometric_temporal,master,332,2399,"['deep-learning', 'gcn', 'gnn', 'graph-convolution', 'graph-convolutional-networks', 'graph-embedding', 'graph-neural-networks', 'network-embedding', 'network-science', 'node-embedding', 'pytorch', 'spatial-analysis', 'spatial-data', 'spatio-temporal-analysis', 'spatio-temporal-data', 'spatiotemporal', 'temporal-data', 'temporal-graphs', 'temporal-networks']",2020-06-27T01:11:33Z
clovaai__rexnet,master,62,448,"['deep-learning', 'image-classification', 'imagenet', 'object-detection', 'pretrained-model', 'pytorch', 'rexnet', 'transfer-learning']",2020-07-01T11:20:50Z
pykale__pykale,main,61,420,"['computer-vision', 'data-science', 'deep-learning', 'domain-adaptation', 'graph-analysis', 'knowledge-aware-learning', 'machine-learning', 'medical-image-analysis', 'meta-learning', 'multimodal', 'multimodal-learning', 'python', 'pytorch', 'transfer-learning']",2020-06-30T08:06:10Z
eliahuhorwitz__DeepSIM,master,50,418,"['computer-graphics', 'computer-vision', 'deep-learning', 'deep-neural-networks', 'edge-to-image', 'generative-adversarial-network', 'iccv2021', 'image-editing', 'image-to-image-translation', 'pytorch', 'segmantation-to-image', 'single-image']",2020-07-01T19:17:19Z
tonyngjichun__SOLAR,master,34,169,"['cnn', 'computer-vision', 'deep-learning', 'eccv', 'eccv-2020', 'eccv2020', 'global-descriptors', 'image-retrieval', 'local-descriptors', 'non-local-block', 'pytorch', 'second-order']",2020-07-06T11:08:57Z
AlphaJia__keras_unet_plus_plus,master,35,166,"['image-segmentation', 'pytorch', 'segmentation', 'unet', 'unetplusplus']",2020-06-29T03:14:01Z
sanghyun-son__bicubic_pytorch,master,23,129,"['imageprocessing', 'pytorch', 'superresolution']",2020-07-08T17:27:03Z
lartpang__HDFNet,master,11,83,"['eccv', 'eccv2020', 'image-processing', 'imageprocessing', 'imagesegmentation', 'pytorch', 'saliency', 'saliency-detection', 'salient-object-detection', 'segmentation']",2020-07-03T15:21:42Z
siyuhuang__PoseStylizer,master,16,80,"['person-image-generation', 'pytorch']",2020-06-29T03:57:43Z
VSainteuf__lightweight-temporal-attention-pytorch,master,17,79,"['classification', 'deep-learning', 'deep-neural-networks', 'deeplearning', 'machine-learning', 'pytorch', 'remote-sensing', 'satellite', 'satellite-data', 'satellite-imagery', 'self-attention', 'time-series', 'time-series-classification']",2020-07-01T12:29:23Z
crs4__AtlantaNet,master,10,73,"['3d-reconstruction', 'computer-vision', 'indoor-scenes', 'panorama-image']",2020-07-09T16:58:00Z
qbxlvnf11__graph-neural-networks-for-graph-classification,master,21,71,[],2020-07-10T14:48:40Z
aimagelab__VKD,master,15,71,"['deep-learning', 'eccv-2020', 'knowledge-distillation', 're-id']",2020-07-06T16:45:11Z
d-li14__SAN,master,6,42,"['classification', 'eccv2020', 'efficient-neural-networks', 'imagenet', 'knowledge-distillation', 'meta-learning', 'mobilenetv2', 'pytorch', 'resnet', 'scale-invariance']",2020-07-07T06:33:52Z
icbcbicc__FocusLiteNN,master,5,38,"['convolutional-neural-network', 'deep-learning', 'deep-neural-networks', 'digital-pathology', 'image-processing', 'image-quality-assessment', 'medical-image-processing', 'network-distillation', 'pathological-images', 'pytorch']",2020-06-27T04:10:44Z
roeiherz__CanonicalSg2Im,master,3,27,"['canonical-representations', 'clevr', 'coco', 'eccv2020', 'image-generation', 'layout-to-image', 'pytorch', 'scene-graph', 'scene-graph-to-image', 'visual-genome']",2020-07-06T14:19:11Z
Anjaney1999__image-captioning-seqgan,master,2,22,"['deep-learning', 'gan', 'generative-adversarial-network', 'image-captioning', 'policy-gradient', 'pytorch', 'seqgan', 'show-attend-and-tell', 'text-generation']",2020-07-09T23:36:06Z
elchiou__DA,master,0,17,"['domain-adaptation', 'gans', 'image-translation', 'medical-image-analysis', 'medical-image-segmentation', 'mri', 'pytorch', 'segmentation']",2020-07-10T16:42:08Z
spctr01__UNet,master,9,13,"['unet', 'unet-image-segmentation', 'unet-pytorch', 'unet-segmentation']",2020-07-03T09:24:43Z
riejohnson__cfg-gan-pt,master,2,7,"['deep-learning', 'generative-adversarial-networks', 'image-generation']",2020-07-08T19:19:11Z
kumarUjjawal__pytorch_deep_learning,master,3,6,"['cnn', 'deep-learning', 'image-classification', 'neural-network', 'pytroch', 'rnn', 'text-classification', 'text-generation']",2020-07-05T07:01:56Z
purelyvivid__first-order-model-m,master,1,6,"['generative-adversarial-network', 'graphneuralnetwork', 'keypoint-detection', 'pytorch']",2020-06-28T06:13:55Z
vFones__situation-recognition,master,1,6,"['computer-vision', 'deep-learning', 'gated-graph-neural-network', 'graph-neural-network', 'imsitu', 'machine-learning', 'python', 'pytorch', 'situation-recognition']",2020-07-03T17:20:55Z
yoshitomo-matsubara__bottlefit-split_computing,master,1,5,"['image-classification', 'imagenet', 'knowledge-distillation', 'pytorch', 'split-computing']",2020-07-03T04:23:39Z
tum-vision__nnascg,master,1,4,"['deep-learning', 'graphical-models', 'machine-learning', 'pytorch']",2020-06-30T14:24:11Z
aksh-ai__image-super-resolution,master,1,3,[],2020-07-02T13:10:48Z
danihae__bio-image-unet,master,0,2,"['bioimage-analysis', 'unet-image-segmentation', 'unet-pytorch']",2020-07-08T10:41:30Z
VAIBHAV-2303__ImageCaptionRetrieval,master,0,1,"['coco-dataset', 'deep-learning', 'image-caption', 'pytorch', 'vist']",2020-07-08T15:12:07Z
Endless-Hao__3D-Unet-for-Medical-image,master,1,1,[],2020-07-01T02:19:10Z
zanyarz__NeuralTwinsTalk,master,0,1,"['computer-vision', 'image-captioning', 'natural-language-processing', 'vision-language']",2020-07-01T04:55:53Z
agsourav__mRNN_pytorch_image_captioning,master,0,0,[],2020-06-29T16:34:17Z
