full_name,default_branch,forks,watchers,topics,created_at
CAOANJIA__image-caption,master,0,6,"['attention-mechanism', 'deep-learning', 'encoder-decoder', 'image-caption', 'multimodal', 'pytorch']",2022-04-19T12:16:45Z
TIBHannover__MM_Claims,main,2,4,"['claim-detection', 'dataset', 'multimodal', 'multimodal-deep-learning', 'pytorch', 'social-media', 'twitter']",2022-04-28T08:43:56Z
lucidrains__CoCa-pytorch,main,86,937,"['artificial-intelligence', 'attention-mechanism', 'contrastive-learning', 'deep-learning', 'image-to-text', 'multimodal', 'transformers']",2022-05-05T19:41:01Z
GT-RIPL__Xmodal-Ctx,main,10,59,"['clip', 'cross-modal', 'image-captioning', 'vision-and-language']",2022-05-09T15:09:57Z
howard-hou__BagFormer,main,33,116,"['cross-modal-retrieval', 'image-text-retrieval', 'vision-language']",2022-05-24T03:40:30Z
penghu-cs__UCCH,main,9,30,"['contrastive-learning', 'cross-modal-hashing', 'cross-modal-retrieval', 'unsupervised-learning']",2022-05-20T00:14:50Z
ZYK100__MMN,main,4,25,"['cross-modality', 're-identification', 'vireid', 'visible-infrared']",2022-05-21T03:51:18Z
BoHuangLab__Protein-Localization-Transformer,main,3,25,"['artificial-intelligence', 'attention-mechanism', 'deep-learning', 'language-modeling', 'multi-modal', 'protein-sequences', 'pytorch', 'text-to-image', 'transformers']",2022-05-23T22:53:25Z
nhsx__txt-ray-align,main,3,3,"['contrastive-learning', 'generation', 'multi-modal', 'nhs', 'nlp', 'pytorch', 'retrieval']",2022-05-27T15:00:57Z
DerrickWang005__CRIS.pytorch,master,35,212,"['contrastive-learning', 'multi-modality', 'referring-image-segmentation']",2022-06-01T13:38:06Z
dvlab-research__UVTR,main,13,211,"['3d-detection', 'multi-modality', 'pytorch']",2022-06-01T13:06:28Z
yisun98__SOLC,main,18,122,"['cross-modal', 'deeplabv3', 'land-use-classification', 'multi-modal', 'multi-source', 'oa-kappa', 'pytorch', 'remote-sensing', 'sar-optical', 'segmentation']",2022-06-01T08:02:27Z
marcomoldovan__multimodal-self-distillation,main,2,5,"['multimodal-alignment', 'multimodal-deep-learning', 'multimodal-fusion', 'multimodal-retrieval', 'pytorch', 'self-distillation', 'self-supervised-learning']",2022-06-07T16:02:55Z
ChenDelong1999__ITRA,main,1,11,"['computer-vision', 'deep-learning', 'multimodal-learning', 'pytorch', 'vision-language-pretraining']",2022-06-23T09:35:18Z
OFA-Sys__Chinese-CLIP,master,356,3166,"['chinese', 'clip', 'computer-vision', 'contrastive-loss', 'coreml-models', 'deep-learning', 'image-text-retrieval', 'multi-modal', 'multi-modal-learning', 'nlp', 'pretrained-models', 'pytorch', 'transformers', 'vision-and-language-pre-training', 'vision-language']",2022-07-08T03:12:21Z
YeexiaoZheng__Multimodal-Sentiment-Analysis,main,17,126,"['attention', 'multimodal', 'multimodal-sentiment-analysis', 'pytorch', 'torchvision', 'transformer']",2022-07-14T15:08:09Z
enoche__BM3,master,6,42,"['boostrapping', 'multi-modal', 'recommender-system', 'self-supervised-learning']",2022-07-08T01:53:25Z
Droliven__diverse_sampling,main,1,13,"['accuracy', 'acmmm2022', 'cvae', 'deep-learning', 'diverse', 'diversity', 'gaussian-distribution', 'gcn', 'gumbel-softmax', 'hinge-loss', 'human-motion-prediction', 'likelihood', 'manifold', 'multimodality', 'pytorch', 'sampling', 'stochastic', 'variational-autoencoder', 'variational-inference']",2022-07-03T09:41:02Z
MiloQ__MELD-Sentiment-Analysis,main,2,10,"['deep-learning', 'multimodal', 'pytorch', 'sentiment-analysis']",2022-07-11T07:18:03Z
arunism__Neural-Machine-Translation,master,0,1,"['deep-learning', 'english', 'machine-translation', 'multimodal', 'nepali', 'nlp', 'pytorch']",2022-07-09T14:58:41Z
lyhkevin__MT-Net,main,1,17,"['deep-learning', 'masked-autoencoder', 'mri', 'multi-modal', 'pytorch', 'synthesis']",2022-07-22T05:47:57Z
chenzpstar__Multi-Modal-Image-Fusion,main,3,16,"['image-fusion', 'infrared', 'multi-modal-fusion', 'polarization', 'pytorch', 'unsupervised-learning']",2022-08-10T15:45:16Z
bmezaris__TextToVideoRetrieval-TtimesV,main,0,4,"['cross-modal-video-retrieval', 'deep-learning', 'dual-softmax', 'feature-encoders', 'multiple-space-learning', 'text-based-video-search']",2022-08-17T13:28:53Z
CharlieLong-S__pytorch-multimodal_sarcasm_detection,main,0,0,[],2022-08-14T19:08:42Z
thatAverageGuy__EarlyFusion-on-EasyVQA,main,0,1,"['early-fusion', 'multimodal-deep-learning', 'pytorch', 'streamlit', 'transformers', 'visual-question-answering', 'vqa-dataset']",2022-08-22T15:10:46Z
chuhaojin__Text2Poster-ICASSP-22,master,14,185,"['aigc', 'artificial-neural-networks', 'banner-advertisements', 'banner-generator', 'deep-learning', 'encoder-decoder-architecture', 'geneative-creation', 'image-processing', 'image-retrieval', 'image-text-retrieval', 'layout-design', 'multimodal-generation', 'object-detection', 'poster-generation', 'pytorch']",2022-09-18T05:02:01Z
ABaldrati__CLIP4Cir,master,16,124,"['cirr', 'clip', 'clip4cir', 'deep-learning', 'fashioniq', 'image-retrieval', 'multimodal', 'pytorch']",2022-09-15T10:42:39Z
YeonwooSung__LIMoE-pytorch,main,1,42,"['contrastive-learning', 'image-and-text', 'limoe', 'multimodal', 'multimodal-deep-learning', 'multimodality']",2022-09-08T12:54:08Z
Guo622__WBDC_2022,main,0,8,"['multi-modal', 'pytorch', 'video-classification']",2022-09-07T06:25:19Z
yuanze-lin__REVIVE,main,1,33,"['computer-vision', 'deep-learning', 'gpt-3', 'knowledge-based', 'multimodal-deep-learning', 'neurips2022', 'ok-vqa', 'pytorch', 'question-answering', 'vision-and-languge', 'vqa']",2022-09-21T06:53:02Z
ChenHongruixuan__SRGCAE,master,0,31,"['autoencoder', 'change-detection', 'graph-convolutional-networks', 'multimodal-data', 'remote-sensing', 'structural-relationship', 'unsupervised-learning']",2022-10-02T09:59:38Z
michelecafagna26__VinVL,main,0,5,"['image-captioning', 'image-to-text', 'multimodal', 'python', 'pytorch', 'transformer', 'transformers']",2022-10-04T14:08:12Z
arunism__Text-Classification,master,0,2,"['multimodal', 'multimodal-learning', 'nlp', 'pytorch', 'text-classification']",2022-09-25T14:01:08Z
mlfoundations__open_flamingo,main,242,3319,"['computer-vision', 'deep-learning', 'flamingo', 'in-context-learning', 'language-model', 'multimodal-learning', 'pytorch']",2022-10-20T00:32:35Z
mertyg__vision-language-models-are-bows,main,11,191,"['blip', 'clip', 'compositionality', 'multimodal', 'pytorch', 'vision-language']",2022-10-07T17:56:24Z
v-iashin__SparseSync,main,8,40,"['audio-visual', 'bmvc', 'lrs', 'multi-modal', 'pytorch', 'sparse', 'synchronization', 'transformer', 'vggsound']",2022-10-09T14:22:36Z
affjljoo3581__Inverse-DALL-E-for-Optical-Character-Recognition,main,6,37,"['dalle', 'gpt2', 'huggingface', 'image-captioning', 'image-generation', 'image-to-text', 'multimodal', 'nlp', 'ocr', 'optical-character-recognition', 'pytorch', 'text-to-image', 'transformers', 'vqvae']",2022-10-14T06:47:51Z
Chushihyun__MT-DETR,main,1,24,"['adverse-weather-condition', 'computer-vision', 'multimodal-object-detection', 'wacv2023']",2022-10-15T17:20:13Z
idiap__multimodal_gaze_target_prediction,main,2,17,"['attention', 'cvpr', 'cvpr2022', 'gaze', 'gaze-estimation', 'pytorch']",2022-10-18T08:36:36Z
hmartelb__avlit,main,1,16,"['audio-visual', 'iterative', 'lightweight', 'multi-modal', 'pytorch', 'pytorch-lightning', 'speech-enhancement', 'speech-separation']",2022-10-19T12:48:19Z
meetdavidwan__faithful-multimodal-summ,main,0,9,[],2022-10-21T17:38:02Z
claws-lab__multimodal-robustness,main,1,9,"['multimodal-deep-learning', 'natural-language-processing', 'nlp', 'pytorch']",2022-10-21T17:23:47Z
Big-Brother-Pikachu__Where2edit,master,0,4,"['attention', 'image-manipulation', 'multimodal', 'text-to-image']",2022-11-03T12:06:17Z
Lee-Gihun__MEDIAR,main,17,90,"['biomedical', 'cell-biology', 'cell-segmentation', 'instance-segmentation', 'miscroscopy', 'monai', 'multi-modality', 'multi-resolution', 'neurips-2022', 'pytorch', 'pytorch-implementation', 'pytorch-segmentation', 'vision-transformer']",2022-11-16T02:01:24Z
skgyu__CMOS-GAN,main,1,5,"['cmos-gan', 'computer-vision', 'cross-modality-face-image-synthesis', 'deep-learning', 'gan', 'generative-adversarial-network', 'image-generation', 'image-manipulation', 'pytorch', 'semi-supervised-generative-adversarial-model', 'semi-supervised-image-generation']",2022-11-22T04:41:11Z
AndreiMoraru123__ContextCollector,main,0,2,"['attention', 'attention-mechanism', 'coco-api', 'computer-vision', 'cuda', 'cudnn', 'image-captioning', 'lstm', 'mscoco-dataset', 'multimodal-deep-learning', 'natural-language-processing', 'object-detection', 'opencv', 'pytorch', 'resnet', 'show-and-tell', 'show-attend-and-tell', 'video-inference', 'vision-language', 'yolo']",2022-11-21T08:22:09Z
modelscope__AdaSeq,master,30,333,"['bert', 'chinese-nlp', 'crf', 'entity-typing', 'information-extraction', 'multi-modal-ner', 'named-entity-recognition', 'natural-language-processing', 'natural-language-understanding', 'ner', 'nlp', 'pytorch', 'relation-extraction', 'sequence-labeling', 'token-classification', 'word-segmentation']",2022-12-01T10:00:28Z
clin1223__VLDet,main,9,162,"['iclr2023', 'multi-modal', 'object-detection', 'open-vocabulary', 'pytorch', 'vision-and-language']",2022-11-24T10:35:06Z
OFA-Sys__OFASys,main,10,139,"['audio', 'computer-vision', 'deep-learning', 'motion', 'multimodal-learning', 'multitask-learning', 'nlp', 'pretrained-models', 'pytorch', 'transformers', 'vision-and-language']",2022-12-08T05:55:45Z
astra-vision__PODA,master,9,94,"['clip', 'computer-vision', 'deep-learning', 'domain-adaptation', 'feature-augmentation', 'multi-modal', 'pytorch', 'scene-understanding', 'semantic-segmentation', 'vision-language', 'zero-shot']",2022-11-25T16:02:24Z
ch3cook-fdu__Vote2Cap-DETR,master,4,38,"['3d-detection', '3d-models', 'caption-generation', 'deep-learning', 'dense-captioning', 'multimodal-deep-learning', 'pytorch', 'vision-and-language']",2022-11-28T08:25:21Z
zjukg__DUET,main,8,36,"['cross-modal', 'grounding', 'knowledge-transfer', 'pretrained-language-model', 'pytorch', 'semantic', 'transformer', 'visual-grounding', 'zero-shot-learning']",2022-11-27T12:01:02Z
xzluo97__mutual-information-registration,main,1,13,"['information-theory', 'lecture-notes', 'medical-image-registration', 'multimodal-image-registration', 'mutual-information', 'python', 'pytorch']",2022-12-02T05:36:16Z
LamineTourelab__MOGONET,main,1,11,"['deep-learning', 'graph-convolutional-networks', 'machine-learning', 'mogonet', 'multi-omics', 'multi-omics-integration', 'multimodal-deep-learning', 'pytorch']",2022-12-08T15:38:45Z
duyali2000__MQMC,main,1,8,"['contrastive-learning', 'information-retrieval', 'microvideo-product', 'multimodal-deep-learning']",2022-12-07T12:01:54Z
MILVLG__prophet,main,24,256,"['a-okvqa', 'gpt-3', 'multimodal-deep-learning', 'okvqa', 'prompt-engineering', 'pytorch', 'visual-question-answering']",2023-01-09T14:00:25Z
lucidrains__zorro-pytorch,main,6,91,"['artificial-intelligence', 'attention-mechanisms', 'deep-learning', 'masking', 'multimodal', 'transformers']",2023-01-26T16:27:01Z
RL4M__MRM-pytorch,main,4,63,"['chest-xray-images', 'multi-modal-learning', 'pre-trained-model', 'representation-learning', 'self-supervised-learning']",2023-01-18T05:26:08Z
wjun0830__QD-DETR,main,9,139,"['computer-vision', 'deep-learning', 'detection-transformer', 'moment-retrieval', 'multi-modal', 'text-video-retrieval', 'video-highlight-detection', 'video-retrieval', 'video-summarization']",2023-01-30T10:54:53Z
etri-crossmodal__llm-downstream-s2s,main,0,9,[],2023-01-30T22:37:11Z
unum-cloud__uform,main,44,774,"['bert', 'clip', 'clustering', 'contrastive-learning', 'cross-attention', 'huggingface-transformers', 'image-search', 'language-vision', 'llava', 'multi-lingual', 'multimodal', 'neural-network', 'openai', 'openclip', 'pretrained-models', 'pytorch', 'representation-learning', 'semantic-search', 'transformer', 'vector-search']",2023-02-21T10:04:40Z
4m4n5__CLIP-Lite,master,1,11,"['clip', 'data-efficient', 'multimodal']",2023-02-21T16:59:03Z
vkgo__OCRAutoScore,master,34,93,"['aes', 'clip', 'image-processing', 'image-segmentation', 'multimodal', 'ocr', 'paddleocr', 'pytorch']",2023-03-09T15:31:43Z
sahilg06__EmoGen,master,18,282,"['audio-driven-talking-face', 'deepfakes', 'emotion', 'emotion-recognition', 'face-reenactment', 'lip-sync', 'multimodal', 'pytorch', 'talking-face-generation', 'wav2lip']",2023-03-23T18:39:33Z
miccunifi__SEARLE,main,3,101,"['circo', 'cirr', 'clip', 'composed-image-retrieval', 'fashion-iq', 'knowledge-distillation', 'multimodal-learning', 'pytorch', 'textual-inversion']",2023-03-24T11:00:11Z
miccunifi__CIRCO,main,1,32,"['circo', 'coco-dataset', 'composed-image-retrieval', 'iccv', 'iccv2023', 'information-retrieval', 'multimodal-learning', 'pytorch']",2023-03-24T11:02:00Z
DianaNerualNetwork__SegResearchToolkit,main,0,7,"['image-matting', 'medical-image-segmentation', 'multimodal-deep-learning', 'point-cloud-segmentation', 'pytorch', 'rgbd-segmentation', 'segmentation', 'semantic-segmentation']",2023-03-30T07:49:34Z
ashutosh1919__data2vec-pytorch,main,2,5,"['audio-machine-learning', 'computer-vision', 'data2vec', 'deep-learning', 'embedding-models', 'multimodal-deep-learning', 'nlp', 'pytorch', 'self-supervised-learning']",2023-03-20T20:09:27Z
katha-ai__EmoTx-CVPR2023,master,8,44,"['cvpr2023', 'emotion-recognition', 'moviegraphs-dataset', 'multilabel-classification', 'multimodal-learning', 'pytorch', 'transformers']",2023-04-13T02:18:08Z
jaychempan__SWAN-pytorch,main,4,19,"['cross-modal-retrieval', 'remote-sensing']",2023-04-04T08:36:44Z
Event-AHU__VTF_PAR,main,1,15,"['multi-modal-fusion', 'pedestrian-attribute-recognition', 'transformer', 'video-based-attribute-recognition', 'visual-text-fusion']",2023-04-14T06:06:43Z
X-PLUG__mPLUG-Owl,main,146,1778,"['alpaca', 'chatbot', 'chatgpt', 'damo', 'dialogue', 'gpt', 'gpt4', 'gpt4-api', 'huggingface', 'instruction-tuning', 'large-language-models', 'llama', 'mplug', 'mplug-owl', 'multimodal', 'pretraining', 'pytorch', 'transformer', 'video', 'visual-recognition']",2023-04-25T02:31:04Z
UCSC-VLAA__CLIPA,master,10,263,"['contrastive-learning', 'deep-learning', 'foundation-models', 'multimodal-learning', 'neurips-2023', 'pytorch', 'zero-shot-classification', 'zero-shot-learning']",2023-04-26T22:45:04Z
EliaFantini__2D-Priors-for-3D-human-reconstruction,main,2,1,"['3d-reconstruction', 'clip', 'deep-learning', 'human-mesh-reconstruction', 'multimodal', 'pifu', 'python', 'pytorch', 'robustness', 'robustness-analysis', 'self-supervised-learning', 'single-image']",2023-04-27T07:28:38Z
lucidrains__MaMMUT-pytorch,main,4,88,"['artificial-intelligence', 'contrastive-learning', 'deep-learning', 'multimodal']",2023-05-05T19:03:19Z
X-PLUG__mPLUG,main,3,65,"['image-captioning', 'image-text', 'image-text-retrieval', 'multimodal', 'pretraining', 'pytorch', 'transformer', 'visual-language', 'vqa']",2023-05-08T07:32:30Z
kyegomez__Kosmos-X,master,10,60,"['computer-vision', 'gemini', 'gpt', 'gpt3', 'gpt4', 'multi-modal', 'pytorch', 'vision']",2023-05-05T03:57:14Z
BoHuangLab__CELL-E_2,main,0,7,"['artificial-intelligence', 'attention-mechanism', 'deep-learning', 'generative-ai', 'language-modeling', 'multi-modal', 'protein-design', 'protein-sequences', 'pytorch', 'text-to-image', 'transformers']",2023-05-16T18:31:48Z
minjoong507__BM-DETR,master,0,6,"['multimodal-learning', 'video-grounding', 'video-retrieval']",2023-05-18T06:08:50Z
nataliakoliou__Music-Visualization-Network,main,0,0,"['audio-encoder', 'audio-to-image', 'cdcgan', 'cross-modal', 'deep-learning', 'generative-adversarial-network', 'image-generation', 'music-visualization', 'pytorch']",2023-05-07T21:45:44Z
guyyariv__AudioToken,master,2,65,"['ai-art', 'audio-to-image', 'audio2image', 'deep-learning', 'diffusion-models', 'image-generation', 'multi-modal', 'stable-diffusion', 'text2image']",2023-05-22T06:04:46Z
naver-ai__pcmepp,main,1,26,"['cross-modal-retrieval', 'probabilistic-embeddings', 'probabilistic-machine-learning']",2023-05-29T03:01:06Z
ImKeTT__ReSee,main,0,7,"['dataset', 'dialogue-systems', 'emnlp2023', 'multimodal-dialogue', 'pretrained-language-model', 'transformers', 'visual-dialogue']",2023-05-24T03:06:53Z
sisinflab__Ducho,main,2,7,"['acmmm2023', 'audio-processing', 'convolutional-neural-networks', 'docker', 'image-classification', 'multimodal-deep-learning', 'pytorch', 'recommender-system', 'sentiment-analysis', 'tensorflow', 'transformers']",2023-06-02T09:38:39Z
ZhaoPeiduo__BLIP2-Japanese,master,0,4,"['blip2', 'captioning', 'japanese', 'multimodal-deep-learning', 'pytorch']",2023-05-31T14:23:24Z
autodistill__autodistill,main,114,1384,"['auto-labeling', 'computer-vision', 'deep-learning', 'foundation-models', 'grounding-dino', 'image-annotation', 'image-classification', 'instance-segmentation', 'labeling-tool', 'machine-learning', 'model-distillation', 'multimodal', 'object-detection', 'pytorch', 'segment-anything', 'yolov5', 'yolov8']",2023-06-06T20:16:41Z
RAIVNLab__sugar-crepe,main,4,49,"['benchmark', 'deep-learning', 'multi-modal-learning', 'pytorch', 'vision-and-language']",2023-06-04T18:16:33Z
ManifoldRG__NEKO,master,8,21,"['deep-learning', 'multimodal', 'multimodal-deep-learning', 'python3', 'pytorch', 'reinforcement-learning']",2023-06-14T19:00:22Z
orrzohar__LOVM,main,0,15,"['model-selection', 'multimodal-deep-learning', 'vision-language-model']",2023-06-14T18:49:17Z
ImKeTT__ZeroGen,main,0,9,"['captioning', 'controllable-text-generation', 'decoding', 'gpt2', 'multimodal', 'nlpcc', 'vision-language', 'zero-shot']",2023-06-30T01:34:46Z
Marco2929__StabledGroundingSAM,main,0,5,"['auto-labeling', 'computer-vision', 'deep-learning', 'grounding-dino', 'image-annotation', 'image-classification', 'instance-segmentation', 'labeling-tool', 'machine-learning', 'multimodal', 'object-detection', 'pytorch', 'segment-anything', 'stable-diffusion', 'supervision', 'synthetic-dataset-generation', 'yolov5', 'yolov8']",2023-07-02T13:59:49Z
j-morano__multimodal-ssl-fpn,main,0,1,"['deep-learning', 'medical-imaging', 'miccai2023', 'pytorch', 'self-supervised-learning']",2023-06-28T13:18:17Z
kyegomez__zeta,master,11,145,"['artificial-intelligence', 'deep-learning', 'gpt4', 'llama2', 'longnet', 'multi-agent-systems', 'multi-modal', 'multi-modal-learning', 'multi-platform', 'pytorch', 'speech-recognition', 'transformer', 'transformers']",2023-07-09T23:39:33Z
zjukg__SeqCSG,main,1,6,"['cross-modal', 'large-language-models', 'pretrained-language-model', 'pytorch', 'scene-graph', 'semantics', 'sentiment-classification', 'transformers']",2023-07-09T08:18:27Z
TaeKyuIm__pytorch_multimodal,master,0,0,[],2023-07-07T07:09:18Z
alibaba__data-juicer,main,62,1182,"['chinese', 'data-analysis', 'data-science', 'data-visualization', 'dataset', 'gpt', 'gpt-4', 'instruction-tuning', 'large-language-models', 'llama', 'llm', 'llms', 'machine-learning', 'multi-modal', 'nlp', 'opendata', 'pre-training', 'pytorch', 'streamlit']",2023-08-01T09:16:41Z
florencejt__fusilli,main,11,130,"['attention-mechanism', 'cnn', 'data-fusion', 'graph-neural-network', 'imaging', 'machine-learning', 'multi-view', 'multi-view-learning', 'multimodal', 'multimodal-deep-learning', 'multimodality', 'multivariate-analysis', 'pytorch', 'pytorch-lightning', 'variational-autoencoder']",2023-08-16T10:45:39Z
subha-v__Tensor-Decomposition-Code,master,0,0,"['decomposition', 'deep-learning', 'deep-neural-networks', 'multimodal', 'pytorch', 'tensor', 'transformers']",2023-08-16T22:07:25Z
outta-ai__2023_OUTTA_AIBootcamp_final_project,main,0,1,"['attngan', 'lafite', 'multi-modal-learning', 'openai-clip', 'pytorch', 'pytorch-lightning', 'stackgan', 'text-to-image']",2023-08-31T13:44:56Z
Aruen24__feathernet_multimodal_pytorch,main,0,0,[],2023-08-30T07:05:46Z
ahmdtaha__distributed_sigmoid_loss,main,0,4,"['contrastive-learning', 'distributed-data-parallel', 'multimodal-deep-learning', 'python3', 'pytorch', 'self-supervised-learning', 'unsupervised-learning', 'vision-and-language', 'vision-language', 'vision-language-pretraining', 'vision-transformer']",2023-09-23T20:39:06Z
tsujuifu__pytorch_mgie,main,24,307,"['iclr2024', 'image-editing', 'multimodal-large-language-models', 'pytorch', 'vision-and-language']",2023-09-28T05:52:35Z
kyegomez__RT-X,main,10,88,"['artificial-intelligence', 'attention-is-all-you-need', 'attention-model', 'computer-vision', 'gpt4', 'gpt4all', 'multimodal', 'vision', 'vision-transformer']",2023-10-04T21:44:26Z
kyegomez__swarms-pytorch,main,3,74,"['artificial-intelligence', 'gpt4', 'hivemind', 'machine-learning', 'multimodal', 'multimodal-deep-learning', 'multimodality', 'networks', 'neural-network', 'swarm-intelligence', 'swarm-robotics', 'swarms']",2023-09-30T13:19:50Z
tomoyoshki__focal,main,0,10,"['contrastive-learning', 'deep-learning', 'multimodal-deep-learning', 'self-supervised-learning', 'time-series']",2023-10-06T17:05:57Z
UCSC-VLAA__MixCon3D,main,1,10,"['3d', 'contrastive-learning', 'foundation-models', 'multimodal-learning', 'pytorch', 'zero-shot-classification']",2023-10-05T19:01:53Z
konst-int-i__mm-health-bench,main,0,2,"['bio-ml', 'bioinformatics', 'health', 'multimodal', 'pytorch']",2023-10-09T15:30:06Z
kyegomez__BitNet,main,9,119,"['artificial-intelligence', 'deep-neural-networks', 'deeplearning', 'gpt4', 'machine-learning', 'multimodal', 'multimodal-deep-learning']",2023-10-18T16:19:06Z
kyegomez__Fuyu,main,2,14,"['ai', 'artificial-intelligence', 'gpt4', 'gpt5', 'machine-learning', 'multi-modal', 'multi-modality']",2023-10-18T17:51:52Z
kyegomez__Gen2,main,0,7,"['artificial-intelligence', 'gpt4', 'multimodal', 'multimodal-deep-learning', 'multimodal-learning', 'multimodality', 'stablediffusion', 'texttovideo']",2023-10-15T23:02:15Z
kyegomez__swarmalators,main,0,5,"['artificial-intelligence', 'attention-is-all-you-need', 'attention-mechanism', 'machine-learning-algorithms', 'multimodal', 'multimodality', 'swarm-cluster', 'swarm-intelligence', 'swarm-robotics', 'swarms']",2023-10-22T04:12:06Z
KimRass__CLIP,main,0,5,"['clip', 'flickr30k', 'flickr8k', 'linear-classification', 'multi-modal', 'text-image-retrieval', 'zero-shot-classification']",2023-10-19T06:36:41Z
wjun0830__CGDETR,main,5,60,"['computer-vision', 'detection-transformer', 'detr', 'highlight-detection', 'moment-retrieval', 'multi-modal-learning', 'pytorch', 'temporal-grounding', 'text-video-retrieval', 'video-grounding', 'video-summarization', 'video-understanding']",2023-11-10T12:45:25Z
lucidrains__mirasol-pytorch,main,0,78,"['artificial-intelligence', 'attention-mechanism', 'deep-learning', 'multimodality', 'transformers']",2023-11-18T17:16:16Z
UCSC-VLAA__vllm-safety-benchmark,main,0,40,"['adversarial-attacks', 'benchmark', 'datasets', 'llm', 'multimodal-llm', 'robustness', 'safety', 'vision-language-model']",2023-11-23T05:05:37Z
minjoong507__MPGN,main,0,4,"['multimodal-learning', 'video-grounding', 'video-retrieval']",2023-11-25T05:13:16Z
jiaowoguanren0615__CoCa-Pytorch,main,0,1,"['coca', 'contrastive-learning', 'deep-learning', 'multi-modal', 'pytorch']",2023-11-17T07:47:47Z
open-compass__VLMEvalKit,main,25,182,"['benchmark', 'chatgpt', 'clip', 'computer-vision', 'evaluation', 'gpt', 'gpt-4v', 'gpt4', 'large-language-models', 'llava', 'llm', 'minigpt4', 'mplug-owl', 'multi-modal', 'openai', 'openai-api', 'pytorch', 'qwen', 'vit', 'vqa']",2023-12-01T08:18:11Z
zjukg__Structure-CLIP,main,1,46,"['clip', 'cross-modal', 'knowledge-transfer', 'pretrained-models', 'pytorch', 'scene-graph', 'semantic', 'structure']",2023-12-09T14:35:33Z
Highdrien__MultiModal-Model,main,0,1,"['bert-model', 'deep-learning', 'lstm-neural-networks', 'multimodal', 'multimodal-deep-learning', 'python', 'pytorch', 'wave2vec2']",2023-12-06T15:53:06Z
BEAM-Labs__CrossBind,main,0,0,"['cross-modality', 'protein-dna-interactions', 'protein-rna-interactions']",2023-12-10T07:14:44Z
sunoh-kim__pps,main,0,3,"['attention-mechanism', 'gaussian-mixture', 'moment-localization', 'multimodal-learning', 'temporal-grounding', 'temporal-sentence-grounding', 'video-grounding', 'video-moment-retrieval']",2023-12-14T03:59:57Z
kyegomez__MambaTransformer,main,7,73,"['ai', 'artificial-intelligence', 'attention-is-all-you-need', 'attention-mechanisms', 'gpt4', 'language', 'machine-learning', 'multimodal', 'neural-network', 'neural-networks', 'pytorch', 'recurrent-neural-networks', 'rnns', 'ssm', 'tensorflow', 'zeta']",2024-01-13T04:58:52Z
kyegomez__MambaByte,main,2,46,"['ai', 'artificial-intelligence', 'gpt4v', 'machine-learning', 'mamba', 'megabyte', 'ml', 'multi-modality', 'tokenizer']",2024-01-26T01:23:25Z
kyegomez__MoE-Mamba,main,0,26,"['ai', 'ml', 'moe', 'multi-modal-fusion', 'multi-modality', 'swarms']",2024-01-21T23:30:45Z
kyegomez__M2PT,main,1,11,"['ai', 'attention', 'attention-is-all-you-need', 'gpt4', 'gpt5', 'llama', 'ml', 'models', 'mulit-modality', 'multi-modal']",2024-01-26T16:56:04Z
kyegomez__VisionDatasets,main,0,10,"['ai', 'artificial-intelligence', 'function-calling', 'gpt3', 'gpt4', 'json', 'machine-learning', 'ml', 'multi-modal', 'multi-modality', 'pytorch', 'tensorflow']",2024-01-28T01:47:01Z
kyegomez__GATS,main,0,7,"['ai', 'attention', 'attention-is-all-you-need', 'attention-mechanism', 'gpt4', 'llama', 'ml', 'multi-modal', 'multi-modality', 'multimodal', 'open-source']",2024-01-18T05:31:34Z
QQBrowserVideoSearch__CBVS-UniCLIP,main,0,5,"['clip', 'computer-science', 'computer-vision', 'multi-modal', 'nlp', 'pytorch', 'transformer', 'vision-language-model']",2024-01-17T06:19:31Z
tue-mps__multimodal-sensorfusion,master,1,0,[],2024-02-01T18:21:13Z
