full_name,default_branch,forks,watchers,topics,created_at
uvipen__Yolo-v2-pytorch,master,105,354,"['cnn', 'computer-vision', 'deep-learning', 'deep-neural-networks', 'deeplearning', 'object-detection', 'pytorch', 'yolo', 'yolov2', 'you-only-look-once']",2019-01-31T19:00:56Z
uvipen__Deeplab-pytorch,master,12,60,"['cnn', 'computer-vision', 'deep-learning', 'deep-neural-networks', 'deeplab', 'deeplearning', 'image-segmentation', 'neural-network', 'neural-networks', 'object-segmentation', 'pytorch']",2019-01-31T19:06:48Z
youngminPIL__rollback,master,9,32,"['aaai', 'computer-vision', 'person-reid', 'person-reidentification', 'pytorch', 'resnet-50']",2019-01-17T10:09:21Z
tonyjo__edlsm_pytorch,master,6,17,"['deep-learning', 'efficient-deep-learning', 'pytorch', 'stereo-matching', 'stereo-vision']",2019-01-18T18:48:54Z
ahundt__sharpDARTS,master,4,15,"['architecture-search', 'cifar10', 'computer-vision', 'cosine-annealing', 'cosine-power-annealing', 'deep-learning', 'differentiable-hyperparamter-search', 'hyperparameter-optimization', 'hyperparameter-search', 'hyperparameter-tuning', 'imagenet', 'learning-rate', 'learning-rate-scheduling', 'nas', 'neural-architecture-search', 'neural-networks', 'power-cosine-annealing', 'pytorch', 'sota', 'state-of-the-art']",2019-01-21T22:06:50Z
Shuai-Xie__BiSeNet-CCP,master,5,14,"['computer-vision', 'python3', 'pytorch', 'sematic-segmentation']",2019-01-21T09:02:26Z
aabbcc1234mxd__OCR,master,9,14,"['computer-vision', 'crnn', 'ctpn', 'ocr', 'pytorch', 'tensorflow', 'text-recognition']",2019-01-20T09:34:32Z
karoly-hars__GAN_image_colorizing,master,3,10,"['artificial-intelligence', 'batch-normalization', 'cifar10', 'computer-vision', 'deep-learning', 'gan', 'generative-adversarial-network', 'image-colorization', 'neural-networks', 'pytorch', 'spectral-normalization', 'unet']",2019-01-22T21:13:50Z
tum-vision__lgm,master,3,4,"['cpp', 'graphical-models', 'machine-learning', 'python', 'pytorch']",2019-01-31T19:15:45Z
ziliHarvey__Optical-Character-Recognition,master,3,1,"['autoencoder', 'cnn', 'computer-vision', 'feature-extraction', 'optical-character-recognition', 'pytorch']",2019-01-27T18:44:34Z
huggingface__pytorch-image-models,main,4495,28799,"['augmix', 'convnext', 'distributed-training', 'dual-path-networks', 'efficientnet', 'image-classification', 'imagenet', 'maxvit', 'mixnet', 'mobile-deep-learning', 'mobilenet-v2', 'mobilenetv3', 'nfnets', 'normalization-free-training', 'pretrained-models', 'pretrained-weights', 'pytorch', 'randaugment', 'resnet', 'vision-transformer-models']",2019-02-02T05:51:12Z
skhadem__3D-BoundingBox,master,90,405,"['3d', 'computer-vision', 'localization', 'pytorch']",2019-02-10T17:15:32Z
shionhonda__viton-gan,master,31,99,"['computer-graphics', 'computer-vision', 'deep-learning', 'python', 'pytorch', 'virtual-try-on']",2019-02-02T04:05:50Z
wearepal__EthicML,main,3,25,"['algorithmic-fairness', 'computer-vision', 'data-science', 'ethical-artificial-intelligence', 'ethical-data-science', 'fairness', 'fairness-ai', 'fairness-assessment', 'fairness-awareness-model', 'fairness-comparison', 'fairness-ml', 'machine-bias', 'machine-learning', 'pytorch', 'responsible-ai', 'toolkit']",2019-02-14T14:21:29Z
virusvision__VGG16-pytorch,master,0,0,[],2019-02-13T00:35:36Z
nikitadurasov__dstorch,master,0,0,"['computer-vision', 'datasets', 'neural-network', 'pytorch']",2019-02-08T20:35:33Z
foolwood__SiamMask,master,817,3438,"['computer-vision', 'cvpr2019', 'deep-learning', 'object-tracking', 'pytorch', 'read-time', 'video-object-segmentation', 'visual-tracking']",2019-03-04T11:34:17Z
openpifpaf__openpifpaf,main,239,1116,"['composite-fields', 'computer-vision', 'deep-learning', 'human-pose-estimation', 'keypoint-estimation', 'pose-estimation']",2019-02-21T22:07:00Z
svip-lab__PlanarReconstruction,master,83,348,"['computer-vision', 'cvpr2019', 'deep-learning', 'pytorch']",2019-02-25T10:50:31Z
sunset1995__HorizonNet,master,81,303,"['360-photo', 'computer-vision', 'cvpr2019', 'horizonnet', 'pano-stretch-augmentation', 'room-layout']",2019-02-18T11:05:44Z
lvzhaoyang__DeeperInverseCompositionalAlgorithm,master,29,153,"['3d-vision', 'computer-vision', 'cvpr2019', 'deep-learning', 'least-squares', 'lucas-kanade', 'motion-tracking', 'pytorch']",2019-03-03T23:34:07Z
ZhixiuYe__Intra-Bag-and-Inter-Bag-Attentions,master,29,114,"['deeplearning', 'distant-supervision', 'nlp', 'pytorch', 'relation-extraction']",2019-02-26T04:28:52Z
vocalpy__vak,main,16,69,"['animal-communication', 'animal-vocalizations', 'bioacoustic-analysis', 'bioacoustics', 'birdsong', 'python', 'python3', 'pytorch', 'spectrograms', 'speech-processing', 'torch', 'torchvision', 'vocalizations']",2019-03-03T11:34:38Z
GabrieleLagani__HebbianLearningThesis,master,6,25,"['computer', 'convolutional', 'deep', 'hebbian', 'learning', 'networks', 'neural', 'python', 'pytorch', 'vision']",2019-02-26T15:59:34Z
visionNoob__pytorch-darknet19,master,8,18,"['darknet19', 'darknet19-pytorch']",2019-03-04T03:40:56Z
Liumihan__CRNN_pytorch,master,4,11,"['computer-vision', 'ocr']",2019-02-27T05:20:23Z
benjaminrwilson__inequity-release,master,2,10,"['computer-vision', 'fairness-ai', 'fairness-ml', 'machine-learning', 'object-detection', 'pytorch']",2019-02-26T21:42:52Z
giangnguyen2412__Show-Attend-and-Tell-Pytorch-Implementation,master,2,9,"['attention-mechanism', 'computer-vision', 'encoder-decoder', 'github', 'image-captioning', 'pytorch', 'show-attend-and-tell']",2019-02-21T02:34:13Z
azavea__raster-vision-fastai-plugin,master,6,8,"['fastai', 'pytorch']",2019-02-25T14:02:26Z
rwang97__skyline-image-generation,master,1,6,"['computer-vision', 'gan', 'generative-adversarial-network', 'image-generation', 'image-to-image-translation', 'machine-learning', 'pix2pix', 'pytorch']",2019-03-04T20:21:30Z
vkkhare__fine_grainedVA_pytorch,master,2,5,"['computer-vision', 'fine-grained-classification', 'python', 'pytorch-implementation']",2019-02-26T01:44:58Z
foamliu__Visual-Question-Answering,master,2,5,"['computer-vision', 'visual-question-answering']",2019-02-20T02:59:05Z
jfc4050__detect-to-track,master,0,2,"['computer-vision', 'convolutional-neural-networks', 'cpp', 'cuda', 'deep-learning', 'machine-learning', 'neural-network', 'object-detection', 'pytorch', 'tracking-by-detection']",2019-02-25T04:45:25Z
justusschock__delira_cycle_gan_pytorch,master,0,1,"['computer-vision', 'cycle-gan', 'cyclegan', 'delira', 'gan', 'generative-adversarial-network', 'image-processing', 'pytorch', 'pytorch-cnn']",2019-03-02T14:37:18Z
aivclab__vision,master,4,1,"['agent', 'algorithms', 'classification', 'computer-vision', 'computer-vision-algorithms', 'deep-learning', 'image-segmentation', 'machine-learning', 'neodroid', 'python', 'pytorch', 'segmentation', 'vision']",2019-02-25T19:00:57Z
podgorskiy__ALAE,master,560,3491,"['alae', 'autoencoder', 'celeba', 'celeba-hq', 'computer-vision', 'cvpr2020', 'deep-learning', 'face-generation', 'ffhq', 'gan', 'generative-adversarial-network', 'generative-model', 'machine-learning', 'neural-network', 'paper', 'paper-implementations', 'python', 'pytorch', 'pytorch-implementation', 'stylegan']",2019-03-12T18:31:50Z
megvii-research__ICCV2019-LearningToPaint,master,321,2225,"['computer-vision', 'deep-learning', 'painting', 'pytorch', 'reinforcement-learning']",2019-03-11T03:56:03Z
HypoX64__DeepMosaics,master,400,1846,"['computer-vision', 'deep-learning', 'mosaic', 'pytorch', 'video-inpainting']",2019-03-05T17:25:47Z
scaleway__frontalization,master,48,208,"['computer-vision', 'dali', 'deep-learning', 'face-frontalization', 'gan', 'generative-adversarial-network', 'machine-learning', 'nvidia', 'nvidia-dali', 'pytorch', 'pytorch-implementation', 'pytorch-tutorial', 'scaleway', 'scaleway-ai']",2019-03-11T14:15:39Z
Nicholasli1995__VisualizingNDF,master,20,69,"['age-estimation', 'cifar10', 'computer-vision', 'deep-learning', 'imageclassification', 'machine-learning', 'mnist', 'visualization']",2019-03-11T12:28:20Z
jaehyunnn__DeepAerialMatching_pytorch,master,9,62,"['aerial-imagery', 'computer-vision', 'deep-learning', 'end-to-end-learning', 'image-matching', 'image-registration', 'machine-learning', 'remote-sensing-image']",2019-03-08T07:32:41Z
liguohao96__pytorch-prnet,master,5,46,"['3d-face', 'computer-vision', 'pytorch']",2019-03-05T14:20:42Z
DiaaZiada__Object-Counter-YOLOV3,master,4,24,"['computer-vision', 'convolutional-neural-networks', 'deep-learning', 'pytorch', 'yolov3']",2019-03-17T18:48:39Z
podgorskiy__StyleGan,master,4,17,"['adversarial-networks', 'computer-vision', 'deep-learning', 'gan', 'generative-adversarial-network', 'machine-learning', 'pytorch', 'style-gan']",2019-03-17T10:42:21Z
nunenuh__torchwisdom,master,3,7,"['computer-vision', 'deeplearning', 'high-level-api', 'nlp', 'pytorch', 'semi-supervised-learning', 'supervised-learning']",2019-03-06T19:06:45Z
WHUNLPLab__FAST-NER,master,1,7,"['distant-supervision', 'pytorch', 'relation-extraction']",2019-03-12T01:36:44Z
surajsoni5__Context-Aware-Image-Captioning,master,1,7,"['attention-mechanism', 'computer-vision', 'encoder-decoder-model', 'imagecaptioning', 'implementation-of-research-paper', 'natural-language-processing', 'project', 'pytorch']",2019-03-16T08:19:29Z
darth-c0d3r__black-box-attacks,master,2,5,"['artificial-intelligence', 'computer-vision', 'deep-learning', 'machine-learning', 'pytorch']",2019-03-05T19:02:34Z
samarjit98__Cat-Breeds,master,2,4,"['clustering', 'computer-vision', 'convolutional-neural-networks', 'deep-learning', 'deep-neural-networks', 'dendrogram', 'python3', 'pytorch']",2019-03-09T15:02:10Z
prasunroy__pytorch-bootcamp,master,0,0,"['pytorch', 'torchvision']",2019-03-10T05:52:14Z
idealo__imagededup,master,443,4880,"['computer-vision', 'e-commerce', 'hashing', 'idealo', 'image-deduplication', 'image-preprocessing', 'neural-network', 'python', 'pytorch']",2019-04-05T12:10:54Z
visionml__pytracking,master,593,3025,"['computer-vision', 'machine-learning', 'tracking', 'visual-tracking']",2019-04-03T10:17:53Z
NVIDIA__MinkowskiEngine,master,329,2239,"['3d-convolutional-network', '3d-vision', '4d-convolutional-neural-network', 'auto-differentiation', 'computer-vision', 'convolutional-neural-networks', 'cuda', 'deep-learning', 'high-dimensional-data', 'high-dimensional-inference', 'minkowski-engine', 'neural-network', 'pytorch', 'semantic-segmentation', 'space-time', 'sparse-convolution', 'sparse-tensor-network', 'sparse-tensors', 'spatio-temporal-analysis', 'trilateral-filter']",2019-04-04T01:52:33Z
huggingface__pytorch-pretrained-BigGAN,master,174,1006,"['artificial-intelligence', 'biggan', 'computer-vision', 'gan', 'generative-adversarial-network', 'neural-network', 'pytorch']",2019-03-21T09:28:47Z
Tramac__Fast-SCNN-pytorch,master,89,368,"['computer-vision', 'deep-learning', 'fast-scnn', 'pytorch', 'semantic-segmentation']",2019-03-25T15:06:10Z
zudi-lin__pytorch_connectomics,master,69,160,"['biomedical-image-processing', 'computer-vision', 'connectomics', 'deep-learning', 'microscopy', 'neuroscience', 'pytorch', 'segmentation']",2019-03-27T16:13:33Z
leoshine__Spherical_Regression,master,16,144,"['3d-computer-vision', '3d-rotation', 'machine-learning', 'surface-normal', 'viewpoint-pose']",2019-03-24T16:38:46Z
yuweihao__KERN,master,35,116,"['computer-vision', 'graph-neural-network', 'pytorch', 'scene-graph', 'scene-graph-generation']",2019-03-25T08:46:27Z
aimagelab__art2real,master,6,75,"['art2real', 'computer-vision', 'cvpr2019', 'deep-learning', 'image-to-image-translation', 'pytorch']",2019-04-02T12:22:09Z
saurabhsharma1993__generative_pose,master,8,68,"['3d-vision', 'computer-vision', 'human-pose-estimation', 'iccv2019', 'machine-learning', 'pytorch']",2019-03-29T23:12:40Z
yccyenchicheng__p2pvg,master,9,47,"['computer-vision', 'deep-learning', 'iccv', 'iccv-2019', 'p2p-generation', 'pytorch', 'video-generation']",2019-04-01T12:38:09Z
linbo0518__BLSeg,master,3,38,"['computer-vision', 'deep-learning', 'machine-learning', 'pytorch', 'semantic-segmentation']",2019-03-21T10:07:15Z
allenai__comb_dist_direct_relex,master,7,31,"['allennlp', 'distant-supervision', 'nlp', 'pytorch', 'relation-extraction']",2019-03-25T22:09:49Z
Chen94yue__Torchvision.TransformsbyOpencv,master,4,12,"['deep-learning', 'image-processing', 'opencv-python', 'pytorch', 'torchvision']",2019-03-21T10:19:36Z
cetinsamet__attribute-label-embedding-old,master,3,9,"['ale', 'attribute-label-embedding', 'computer-vision', 'machine-learning', 'pytorch', 'zero-shot-learning']",2019-03-24T11:41:06Z
delira-dev__vision_base,master,0,4,"['computer-vision', 'cv', 'dataset', 'deep-learning', 'delira', 'machine-learning', 'pytorch']",2019-03-26T11:32:35Z
Moeinh77__Lightweight-Deep-Convolutional-Network-for-Tiny-Object-Recognition,master,3,3,"['cifar', 'cifar-10', 'cifar10', 'classification', 'cnn', 'computer-vision', 'dnn', 'image-classification', 'image-processing', 'image-recognition', 'neural-network', 'objectrecognition', 'paper-implementations', 'python', 'pytorch', 'pytorch-tu', 'torchvision']",2019-03-26T11:08:04Z
HandsomeBrotherShuaiLi__VTD,master,2,1,"['cnn-rnn', 'computer-vision', 'deep-learning', 'keras', 'pytorch', 'tensorflow']",2019-03-27T06:58:12Z
xiaoyuvision__Mobilenet_v2,master,1,1,[],2019-04-02T01:27:51Z
zpy009__computer-vision-model-pytorch-Manuscript,master,0,0,[],2019-03-22T08:41:22Z
IsCoelacanth__Yet-Another-Capsule-Network,master,2,0,"['capsule-net', 'capsule-network', 'computer-vision', 'deep-learning', 'deep-neural-networks', 'image-classification', 'pytorch']",2019-03-22T20:51:28Z
tianzhi0549__FCOS,master,630,3228,"['anchor-free', 'computer-vision', 'fcos', 'iccv2019', 'object-detection', 'one-stage', 'pytorch']",2019-04-10T05:59:14Z
stevenygd__PointFlow,master,97,664,"['3d-point-clouds', 'computer-vision', 'continuous-normalizing-flows', 'machine-learning', 'pytorch', 'shapes']",2019-04-11T15:56:39Z
Ha0Tang__SelectionGAN,master,64,455,"['adversarial-learning', 'computer-graphics', 'computer-vision', 'cross-view', 'cvpr-2019', 'cvpr19', 'cvpr2019', 'cvusa-dataset', 'dayton', 'deep-learning', 'gans', 'generative-adversarial-network', 'image-generation', 'image-manipulation', 'image-to-image-translation', 'image-translation', 'pytorch', 'semantic-maps']",2019-04-13T23:33:59Z
lightforever__mlcomp,master,26,187,"['artificial-intelligence', 'automl', 'computer-vision', 'deep-learning', 'distributed-computing', 'infrastructure', 'machine-learning', 'python', 'pytorch', 'research']",2019-04-06T07:05:02Z
Teoge__DMPR-PS,master,47,181,"['autonomous-driving', 'computer-vision', 'dmpr-ps', 'driver-assistance-systems', 'parking-slot', 'parking-slot-detection', 'pytorch']",2019-04-07T06:08:22Z
WonwoongCho__GDWCT,master,11,138,"['computer-vision', 'gan', 'gans', 'gdwct', 'generative-adversarial-networks', 'image-to-image-translation', 'image-translation', 'pytorch']",2019-04-08T15:32:45Z
ahmedbesbes__mrnet,master,40,113,"['acl', 'cnn', 'computer-vision', 'convolutional-neural-networks', 'data-augmentation', 'deep-learning', 'knee-injuries', 'medical-imaging', 'mri-applications', 'mri-exams', 'mri-images', 'mrnet', 'paper-implementations', 'pytorch', 'pytorch-tutorial', 'sagittal-plane', 'stanford', 'stanford-ml-group', 'tears', 'transfer-learning']",2019-04-17T15:02:41Z
zilongzheng__visdial-gnn,master,8,41,"['computer-vision', 'graph-neural-network', 'natural-language-processing', 'pytorch', 'visual-dialog']",2019-04-17T00:12:35Z
bohaohuang__mrs,master,15,20,"['computer-vision', 'deep-learning', 'pytorch', 'remote-sensing', 'semantic-segmentation']",2019-04-18T22:25:34Z
JiaminRen__CVdevKit,master,4,19,"['computer-vision', 'deep-learning', 'pytorch']",2019-04-06T15:07:02Z
mratsim__humpback-whale-identification,master,1,14,"['computer-vision', 'data-science', 'identification', 'kaggle', 'pytorch']",2019-04-06T07:46:58Z
victorkitov__style-transfer-with-strength-control,master,8,13,"['computer-vision', 'convolutional-neural-networks', 'machine-learning', 'neural-style-transfer', 'pytorch']",2019-04-11T19:45:08Z
pxq0312__ASD-crowd-counting,master,1,12,"['computer-vision', 'crowd-counting']",2019-04-20T11:48:13Z
LucasVandroux__PyTorch-Rocket-YOLOv3-RetinaNet50-RetinaNet101,master,2,9,"['beginner', 'beginner-friendly', 'computer-vision', 'darknet53', 'deep-learning', 'diy-tool', 'easy-to-use', 'object-detection', 'pytorch', 'pytorch-tutorial', 'retinanet', 'yolov3']",2019-04-09T08:16:52Z
LucasVandroux__PyTorch-Rocket-ESRGAN,master,0,9,"['beginner', 'beginner-friendly', 'computer-vision', 'deep-learning', 'diy-tool', 'easy-to-use', 'gan', 'pytorch', 'pytorch-tutorial', 'super-resolution']",2019-04-17T14:32:15Z
PetruninAlex__Sketch2Real,master,0,9,"['computer-graphics-opengl', 'computer-vision', 'deep-learning', 'gan', 'gans', 'generative-adversarial-network', 'image-generation', 'pix2pix', 'pytorch']",2019-04-19T06:51:23Z
kevincao91__kevin.ai.faster_rcnn_pytorch_1.0_torchvision,master,3,5,[],2019-04-10T20:16:39Z
anonymous1computervision__cdan_pytorch,master,0,0,[],2019-04-09T13:10:39Z
kakaobrain__fast-autoaugment,master,197,1576,"['augmentation', 'automated-machine-learning', 'automl', 'cnn', 'computer-vision', 'convolutional-neural-networks', 'deep-learning', 'distributed', 'image-classification', 'pytorch']",2019-05-01T14:03:49Z
stefanopini__simple-HRNet,master,102,546,"['coco-dataset', 'computer-vision', 'deep-learning', 'hrnet', 'human-pose-estimation', 'keypoint-detection', 'machine-learning', 'pytorch', 'yolov3']",2019-05-07T12:43:37Z
xiaoyufenfei__LEDNet,master,80,506,"['cityscape-dataset', 'computer-vision', 'lednet', 'pytorch', 'real-time', 'semantic-segmentation']",2019-04-29T05:20:24Z
hejingwenhejingwen__AdaFM,master,21,184,"['adafm', 'cvpr2019', 'cvpr2019-oral', 'denoising', 'image-restoration', 'low-level-vision', 'pytorch', 'super-resolution']",2019-04-29T15:41:28Z
albert100121__360SD-Net,master,32,161,"['360', '360-degree', '360-photo', '360degree', 'computer-vision', 'deep-learning', 'deep-learning-algorithms', 'deep-neural-networks', 'deeplearning', 'depth', 'depth-estimation', 'disparity-predictions', 'icra', 'icra2020', 'pytorch', 'stereo', 'stereo-depth-estimation', 'stereo-matching', 'stereo-vision', 'stereovision']",2019-04-23T09:30:42Z
CMU-CREATE-Lab__deep-smoke-machine,master,27,110,"['air-quality', 'citizen-science', 'computer-vision', 'deep-learning', 'machine-learning', 'neural-network', 'python', 'pytorch', 'smoke', 'smoke-recognition']",2019-04-30T19:10:41Z
xiaoyufenfei__ESNet,master,11,96,"['cityscape-dataset', 'computer-vision', 'esnet', 'pytorch', 'real-time', 'semantic-segmentation']",2019-05-05T01:16:04Z
braincreators__octconv,master,4,17,"['computer-vision', 'convolution', 'convolutional-neural-networks', 'implementation', 'machine-learning', 'octave', 'octconv', 'pytorch']",2019-05-01T11:52:40Z
TiagoCortinhal__ADASR,master,0,7,"['adda', 'computer-vision', 'dann', 'domain-adaptation', 'gan', 'pytorch', 'sr', 'super-resolution', 'wgan', 'wgan-gp', 'wgangp']",2019-05-06T11:32:02Z
karoly-hars__GANs_for_cats_and_flowers,master,2,5,"['artificial-intelligence', 'cats', 'computer-vision', 'dcgan', 'deep-learning', 'deep-neural-networks', 'flowers', 'generative-adversarial-networks', 'generative-model', 'neural-networks', 'pytorch', 'wgan-gp']",2019-04-29T04:41:11Z
A-Jacobson__shiba,master,0,2,"['computer-vision', 'deep-learning', 'nlp', 'pytorch']",2019-05-03T23:41:52Z
vamsi3__pix2pix,master,1,2,"['computer-vision', 'deep-learning', 'gan', 'image-generation', 'image-to-image-translation', 'implementation-of-research-paper', 'pix2pix', 'pytorch']",2019-05-05T18:15:20Z
yk287__ML,master,0,1,"['computer-vision', 'nlp', 'python', 'pytorch']",2019-04-28T06:56:58Z
bigmb__Unet-Segmentation-Pytorch-Nest-of-Unets,master,328,1652,"['imagesegmentation', 'python3', 'pytorch', 'segmentation', 'tensorvision', 'torch', 'torchvision', 'unet']",2019-05-14T15:45:56Z
vita-epfl__monoloco,main,79,411,"['3d-deep-learning', '3d-detection', '3d-object-detection', '3d-vision', 'computer-vision', 'covid-19', 'deep-learning', 'human-pose-estimation', 'iccv2019', 'icra2021', 'kitti-dataset', 'machine-learning', 'object-detection', 'openpifpaf', 'pifpaf', 'pose-estimation', 'pytorch', 'uncertainty']",2019-05-13T09:31:03Z
ABadCandy__BaiDuBigData19-URFC,master,21,77,"['computer-vision', 'deep-learning', 'multimodal-learning', 'pytorch']",2019-05-10T09:00:16Z
shubham14__Deep-Learning-Pytorch,master,20,58,"['computer-vision', 'deep-learning', 'generative-adversarial-network', 'natural-language-processing', 'pytorch', 'pytorch-implementation', 'reinforcement-learning']",2019-05-13T20:39:02Z
anishreddy3__Crack-Semantic-Segmentation,master,20,54,"['cnn', 'computer-vision', 'crack-detection', 'deep-learning', 'image-processing', 'neural-networks', 'onnx', 'opencv', 'pytorch', 'unet-pytorch']",2019-05-21T05:18:54Z
izhx__TC-YoukuVSRE,master,7,41,"['computer-vision', 'deep-learning', 'python', 'pytorch', 'single-image-super-resolution', 'super-resolution', 'tianchi', 'video-super-resolution']",2019-05-19T08:59:40Z
summit1993__I-am-Super,master,3,29,"['computer-vision', 'deep-learning', 'python', 'pytorch', 'video-super-resolution']",2019-05-20T05:52:06Z
alitabet__morton-net,master,4,20,"['computer-vision', 'deep-learning', 'mortonnet', 'point-cloud', 'pytorch', 's3dis', 'segmentation', 'self-supervised-learning', 'shapenet', 'vkitti']",2019-05-22T08:10:59Z
anmolmann__Anatomically-aware-Facial-Animation-from-a-Single-Image,master,0,11,"['computer-vision', 'deep-learning', 'python', 'pytorch', 'tensorboard']",2019-05-14T03:26:11Z
prasunroy__nnview,master,1,3,"['deep-learning', 'pytorch', 'torchvision', 'visualization']",2019-05-11T14:40:15Z
MohamedNagyMostafa__ORB-for-FaceIdentification,master,2,1,"['computer-vision', 'face-recognition', 'opencv']",2019-05-08T01:29:29Z
digital-nomad-cheng__scripts,master,0,0,"['computervision', 'deeplearning', 'imageprocessing', 'keras', 'python', 'pytorch', 'tensorflow']",2019-05-10T07:41:56Z
Confusezius__Deep-Metric-Learning-Baselines,master,93,563,"['cars196', 'computer-vision', 'cub200', 'deep-learning', 'deep-metric-learning', 'distance-sampling', 'metric-learning', 'neural-networks', 'pku-vehicle', 'pytorch', 'shop-clothes']",2019-06-05T17:25:41Z
gengshan-y__high-res-stereo,master,78,404,"['cvpr2019', 'pytorch', 'stereo-matching', 'stereo-vision']",2019-05-26T20:25:04Z
alexandre01__UltimateLabeling,master,38,287,"['computer-vision', 'labeling', 'labeling-tool', 'object-detection', 'object-tracking', 'python', 'pytorch', 'video']",2019-05-31T00:15:54Z
IDKiro__CBDNet-pytorch,master,26,157,"['computer-vision', 'deep-learning', 'denoising', 'machine-learning', 'pytorch']",2019-05-24T09:16:24Z
digantamisra98__Echo,master,30,138,"['algorithms', 'computer-vision', 'deep-learning', 'deep-learning-algorithms', 'deep-neural-networks', 'deeplearning', 'functions', 'gitbook', 'machine-learning', 'machine-learning-algorithms', 'mathematics', 'megengine', 'nlp', 'python', 'pytorch', 'tensorflow', 'tensorflow2']",2019-06-04T15:31:18Z
fregu856__evaluating_bdl,master,29,125,"['autonomous-driving', 'bayesian-deep-learning', 'computer-vision', 'deep-learning', 'machine-learning', 'pytorch', 'uncertainty-estimation']",2019-05-28T07:12:06Z
EvgenyKashin__SRMnet,master,6,78,"['computer-vision', 'deep-learning', 'pytorch', 'srm']",2019-05-25T16:19:20Z
nocaps-org__updown-baseline,master,12,73,"['computer-vision', 'iccv', 'iccv-2019', 'iccv2019', 'image-captioning', 'pytorch']",2019-06-02T21:49:24Z
olivesgatech__TA3N,master,2,45,"['action-recognition', 'computer-vision', 'cvpr2019', 'deep-learning', 'deep-neural-networks', 'domain-adaptation', 'iccv2019', 'pytorch', 'transfer-learning', 'unsupervised-learning', 'video-classification']",2019-05-31T04:16:46Z
AyushExel__Detectx-Yolo-V3,master,37,39,"['computer-vision', 'deep-learning', 'deep-neural-networks', 'deeplearning', 'machine-learning', 'pytorch', 'yolov3']",2019-05-28T07:39:51Z
lpjiang97__sparse-coding,master,7,26,"['computational-neuroscience', 'neuroscience', 'receptive-field', 'sparse-coding', 'theoretical-neuroscience', 'vision']",2019-06-05T23:29:53Z
puneet29__StyleTransferApp,master,5,17,"['artistic-style-transfer', 'cnn', 'computer-vision', 'deep-learning', 'fast', 'gatys', 'machine-learning', 'prisma', 'pytorch', 'scipy', 'style', 'styletransfer', 'transfer']",2019-05-25T15:21:01Z
vivekkalyan__fine-grained-image-classification,master,2,11,"['computer-vision', 'fine-grained-classification', 'pytorch', 'resnext', 'stanford-cars']",2019-05-27T15:26:32Z
yuniktmr__Generative-Adversial-Networks-GAN-using-Pytorch-Torchvision-and-Python,master,1,2,[],2019-05-30T19:08:25Z
haduoken__pytorch_vision_learning,master,0,0,[],2019-05-24T11:42:12Z
SiddhantNadkarni__PyTorch-For-Deep-Learning-and-Vision,master,0,0,"['computer-vision', 'deep-learning', 'pytorch']",2019-06-02T03:39:49Z
amirassov__kaggle-imaterialist,master,121,485,"['computer-vision', 'deep-learning', 'hybrid-task-cascade', 'imaterialist', 'instance-segmentation', 'kaggle', 'kaggle-imaterialist', 'mmdetection', 'object-detection', 'pytorch']",2019-06-11T15:39:49Z
frgfm__Holocron,main,47,298,"['computer-vision', 'cspdarknet53', 'darknet', 'deep-learning', 'object-detection', 'pytorch', 'resnet', 'rexnet', 'tridentnet', 'unet-image-segmentation', 'yolo', 'yolov4']",2019-06-17T21:45:59Z
IBM__BigLittleNet,master,14,58,"['computer-vision', 'image-recognition', 'imagenet', 'pytorch', 'speech-recognition']",2019-06-17T20:20:11Z
kamwoh__Car-Model-Classification,master,17,50,"['cars', 'computer-vision', 'computervision', 'convolutional-neural-networks', 'deep-learning', 'deeplearning', 'image-classification', 'pytorch']",2019-06-13T02:58:05Z
Walleclipse__iWildCam_2019_FGVC6,master,10,29,"['computer-vision', 'image-classification', 'pytorch']",2019-06-10T13:47:50Z
erikqu__EnhanceNet-PyTorch,master,4,23,"['computer-vision', 'deep-learning', 'enhancenet', 'super-resolution']",2019-06-09T00:53:50Z
KiriLev__idrnd_antispoof,master,1,7,"['competitive-data-science', 'computer-vision', 'face-antispoofing', 'pytorch']",2019-06-10T12:51:12Z
IDKiro__denoisers,master,0,4,"['computer-vision', 'deep-learning', 'denoising', 'machine-learning', 'pytorch']",2019-06-22T13:04:19Z
nhatsmrt__torch-styletransfer,master,0,2,"['computer-vision', 'deep-learning', 'pytorch', 'style-transfer']",2019-06-09T21:31:50Z
welkin-feng__ComputerVision,master,0,2,"['computer-vision', 'deep-convolutional-networks', 'mobilenet', 'pytorch', 'resnet', 'vgg', 'yolov1', 'yolov2']",2019-06-21T19:25:13Z
anum94__PelvisXrayLandmarkDetection,master,0,2,"['biomedical-image-processing', 'computer-vision', 'deep-learning', 'python3', 'pytorch']",2019-06-22T18:22:06Z
frgfm__TorchHawk,master,0,1,"['computer-vision', 'deep-learning', 'image-classification', 'mnist', 'pytorch']",2019-06-10T09:26:05Z
gnes-ai__gnes,master,216,1260,"['cloud-native', 'computer-vision', 'database', 'deep-learning', 'distributed-systems', 'dnn', 'docker-swarm', 'elasticsearch', 'gnes', 'grpc', 'machine-learning', 'microservices', 'neural-network', 'nlp', 'python', 'pytorch', 'search-engine', 'semantic-search', 'tensorflow', 'video-processing']",2019-07-08T08:31:09Z
