moduleProjectID,modulePath,moduleName,startLine,endLine 
13923,/chinmaynehate__DFSpot-Deepfake-Recognition/maste/DFSpot-Deepfake-Recognition-b19bdf4348517681e495d0ef2d33afe2cf175281/src/architectures/externals/inceptionresnetv2.py,Block17,144,169
13923,/chinmaynehate__DFSpot-Deepfake-Recognition/maste/DFSpot-Deepfake-Recognition-b19bdf4348517681e495d0ef2d33afe2cf175281/src/architectures/externals/inceptionresnetv2.py,Mixed_6a,121,141
13923,/chinmaynehate__DFSpot-Deepfake-Recognition/maste/DFSpot-Deepfake-Recognition-b19bdf4348517681e495d0ef2d33afe2cf175281/src/architectures/externals/inceptionresnetv2.py,InceptionResNetV2,235,333
13923,/chinmaynehate__DFSpot-Deepfake-Recognition/maste/DFSpot-Deepfake-Recognition-b19bdf4348517681e495d0ef2d33afe2cf175281/src/architectures/externals/xception.py,SeparableConv2d,49,60
13923,/chinmaynehate__DFSpot-Deepfake-Recognition/maste/DFSpot-Deepfake-Recognition-b19bdf4348517681e495d0ef2d33afe2cf175281/src/architectures/externals/xception.py,Xception,114,214
13923,/chinmaynehate__DFSpot-Deepfake-Recognition/maste/DFSpot-Deepfake-Recognition-b19bdf4348517681e495d0ef2d33afe2cf175281/src/architectures/externals/xception.py,Block,63,111
13992,/MoleculeTransformers__moleculenet-bert-ssl/main/moleculenet-bert-ssl-9782af26fdc51c9ca4721a9aeeabcc0835980c9f/mixmatch/model.py,MolNet,4,34
13992,/MoleculeTransformers__moleculenet-bert-ssl/main/moleculenet-bert-ssl-9782af26fdc51c9ca4721a9aeeabcc0835980c9f/mixmatch/mixmatch_loss.py,MixMatchLoss,5,18
14071,/Liu-Yicheng__seq2seq_attention-on-picture/maste/seq2seq_attention-on-picture-efa3df0bc39ffc8e7ccbc38f4f77aef0488541c9/model.py,Decoder,47,79
14071,/Liu-Yicheng__seq2seq_attention-on-picture/maste/seq2seq_attention-on-picture-efa3df0bc39ffc8e7ccbc38f4f77aef0488541c9/model.py,Seq2Seq,82,105
14071,/Liu-Yicheng__seq2seq_attention-on-picture/maste/seq2seq_attention-on-picture-efa3df0bc39ffc8e7ccbc38f4f77aef0488541c9/model.py,Encoder,9,23
14071,/Liu-Yicheng__seq2seq_attention-on-picture/maste/seq2seq_attention-on-picture-efa3df0bc39ffc8e7ccbc38f4f77aef0488541c9/model.py,Attention,26,44
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/utils/loss.py,BCEBlurWithLogitsLoss,18,32
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/utils/loss.py,QFocalLoss,65,88
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/utils/loss.py,FocalLoss,35,62
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/utils/activations.py,FReLU,51,58
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/utils/activations.py,MemoryEfficientMish,32,47
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/utils/activations.py,MetaAconC,79,101
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/utils/activations.py,AconC,62,76
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/models/yolo.py,Detect,33,81
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/models/yolo.py,Model,84,240
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/models/common.py,TransformerLayer,164,178
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/models/common.py,DWConv,158,161
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/models/common.py,Bottleneck,200,210
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/models/common.py,TransformerBlock,181,197
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/models/common.py,CABottleneck,224,234
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/models/common.py,SEBottleneck,212,222
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/models/common.py,C3,256,268
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/models/common.py,BottleneckCSP,237,253
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/models/common.py,SELayer,36,51
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/models/common.py,h_sigmoid,69,75
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/models/common.py,SEConv,53,67
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/models/common.py,CoordAtt,87,123
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/models/common.py,h_swish,78,84
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/models/common.py,Conv,143,155
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/models/common.py,CAConv,126,141
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/models/common.py,GhostBottleneck,382,394
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/models/common.py,GhostConv,369,379
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/models/common.py,Expand,411,422
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/models/common.py,Contract,397,408
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/models/common.py,AutoShape,596,681
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/models/common.py,DetectMultiBackend,435,593
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/models/common.py,Classify,783,793
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/models/common.py,C3CA,284,296
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/models/common.py,C3SE,270,282
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/models/common.py,C3SPP,307,312
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/models/common.py,C3TR,299,304
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/models/common.py,SPP,323,336
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/models/common.py,C3Ghost,315,320
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/models/common.py,Focus,357,365
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/models/common.py,SPPF,339,354
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/models/experimental.py,Sum,29,47
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/models/experimental.py,CrossConv,15,26
17422,/Chuxwa__Global-Wheat-Detection-using-Yolov5/main/Global-Wheat-Detection-using-Yolov5-bfceba0ecf1f730d0edcce0855dceb1b987a715c/models/experimental.py,MixConv2d,50,72
17363,/ashrafgt__esm-2-onnx/main/esm-2-onnx-21590b3d442957108671bf05e68444aa6feaff8b/src/convert.py,ProteinBertModelWrapper,13,21
17731,/killf__EAGRNet_pytorch/main/EAGRNet_pytorch-17b9813c87af0dfe861b2c3e72ff1785571fd604/models/EAGR.py,EAGRNet,171,196
17731,/killf__EAGRNet_pytorch/main/EAGRNet_pytorch-17b9813c87af0dfe861b2c3e72ff1785571fd604/models/EAGR.py,EAGRModule,126,168
17731,/killf__EAGRNet_pytorch/main/EAGRNet_pytorch-17b9813c87af0dfe861b2c3e72ff1785571fd604/losses/criterion.py,CriterionCrossEntropyEdgeParsing,7,44
17731,/killf__EAGRNet_pytorch/main/EAGRNet_pytorch-17b9813c87af0dfe861b2c3e72ff1785571fd604/models/EAGR.py,PSPModule,52,75
17731,/killf__EAGRNet_pytorch/main/EAGRNet_pytorch-17b9813c87af0dfe861b2c3e72ff1785571fd604/models/EAGR.py,EdgeModule,8,49
17731,/killf__EAGRNet_pytorch/main/EAGRNet_pytorch-17b9813c87af0dfe861b2c3e72ff1785571fd604/models/EAGR.py,GCN,112,123
17731,/killf__EAGRNet_pytorch/main/EAGRNet_pytorch-17b9813c87af0dfe861b2c3e72ff1785571fd604/models/EAGR.py,DecoderModule,78,109
17731,/killf__EAGRNet_pytorch/main/EAGRNet_pytorch-17b9813c87af0dfe861b2c3e72ff1785571fd604/models/backbones/resnet.py,BasicBlock,32,78
17731,/killf__EAGRNet_pytorch/main/EAGRNet_pytorch-17b9813c87af0dfe861b2c3e72ff1785571fd604/models/backbones/resnet.py,ResNet,139,247
17731,/killf__EAGRNet_pytorch/main/EAGRNet_pytorch-17b9813c87af0dfe861b2c3e72ff1785571fd604/models/backbones/resnet.py,Bottleneck,81,136
20925,/jfan1256__dlip-v1/main/dlip-v1-7b0c068661f68abdb78a3d7dbfa26033a1b4012c/class_model/bert.py,BertLayer,277,341
20925,/jfan1256__dlip-v1/main/dlip-v1-7b0c068661f68abdb78a3d7dbfa26033a1b4012c/class_model/bert.py,BertOutput,264,275
20925,/jfan1256__dlip-v1/main/dlip-v1-7b0c068661f68abdb78a3d7dbfa26033a1b4012c/class_model/bert.py,BertPooler,445,457
20925,/jfan1256__dlip-v1/main/dlip-v1-7b0c068661f68abdb78a3d7dbfa26033a1b4012c/class_model/bert.py,BertEncoder,344,442
20925,/jfan1256__dlip-v1/main/dlip-v1-7b0c068661f68abdb78a3d7dbfa26033a1b4012c/class_model/bert.py,BertLMPredictionHead,477,494
20925,/jfan1256__dlip-v1/main/dlip-v1-7b0c068661f68abdb78a3d7dbfa26033a1b4012c/class_model/bert.py,BertPredictionHeadTransform,460,474
20925,/jfan1256__dlip-v1/main/dlip-v1-7b0c068661f68abdb78a3d7dbfa26033a1b4012c/class_model/dlip_caption.py,DLIPCaption,8,165
20925,/jfan1256__dlip-v1/main/dlip-v1-7b0c068661f68abdb78a3d7dbfa26033a1b4012c/class_model_blip_help/vit.py,Attention,46,88
20925,/jfan1256__dlip-v1/main/dlip-v1-7b0c068661f68abdb78a3d7dbfa26033a1b4012c/class_model_blip_help/vit.py,Mlp,24,43
20925,/jfan1256__dlip-v1/main/dlip-v1-7b0c068661f68abdb78a3d7dbfa26033a1b4012c/class_model_blip_help/vit.py,VisionTransformer,115,201
20925,/jfan1256__dlip-v1/main/dlip-v1-7b0c068661f68abdb78a3d7dbfa26033a1b4012c/class_model_blip_help/vit.py,Block,91,112
20925,/jfan1256__dlip-v1/main/dlip-v1-7b0c068661f68abdb78a3d7dbfa26033a1b4012c/class_outdated/dlip_old.py,DLIPOld,16,569
20925,/jfan1256__dlip-v1/main/dlip-v1-7b0c068661f68abdb78a3d7dbfa26033a1b4012c/class_outdated/dlip_copy.py,DLIP_Pretrain,14,421
20925,/jfan1256__dlip-v1/main/dlip-v1-7b0c068661f68abdb78a3d7dbfa26033a1b4012c/class_model/dlip.py,DLIP,15,632
20925,/jfan1256__dlip-v1/main/dlip-v1-7b0c068661f68abdb78a3d7dbfa26033a1b4012c/class_model/dlip_retrieval.py,DLIPRetrieval,15,489
20925,/jfan1256__dlip-v1/main/dlip-v1-7b0c068661f68abdb78a3d7dbfa26033a1b4012c/class_model/bert.py,BertEmbeddings,17,57
20925,/jfan1256__dlip-v1/main/dlip-v1-7b0c068661f68abdb78a3d7dbfa26033a1b4012c/class_model/blip_pretrain_parent.py,BLIP_Pretrain,13,262
20925,/jfan1256__dlip-v1/main/dlip-v1-7b0c068661f68abdb78a3d7dbfa26033a1b4012c/class_model/bert.py,BertSelfOutput,189,200
20925,/jfan1256__dlip-v1/main/dlip-v1-7b0c068661f68abdb78a3d7dbfa26033a1b4012c/class_model/bert.py,BertSelfAttention,59,187
20925,/jfan1256__dlip-v1/main/dlip-v1-7b0c068661f68abdb78a3d7dbfa26033a1b4012c/class_model/bert.py,BertIntermediate,250,262
20925,/jfan1256__dlip-v1/main/dlip-v1-7b0c068661f68abdb78a3d7dbfa26033a1b4012c/class_model/bert.py,BertAttention,202,248
21186,/mttk__rnn-classifier/maste/rnn-classifier-65d32766d35d0d3a0a7bd85f08d78ef5b277cf04/model.py,Encoder,8,19
21186,/mttk__rnn-classifier/maste/rnn-classifier-65d32766d35d0d3a0a7bd85f08d78ef5b277cf04/model.py,Classifier,44,75
21186,/mttk__rnn-classifier/maste/rnn-classifier-65d32766d35d0d3a0a7bd85f08d78ef5b277cf04/model.py,Attention,22,42
20626,/dimitrymindlin__DenseNetMuraPytorch/maste/DenseNetMuraPytorch-ef3a872d739b015e3618c00265acb481dc251342/main.py,Loss,35,43
23854,/SR7MIN__CareerMapper/main/CareerMapper-9180cf9cbef0cf61b9263a4e4bebeea86eadd027/大数据设�?model_helper.py,Major_Rate_Model,52,76
23854,/SR7MIN__CareerMapper/main/CareerMapper-9180cf9cbef0cf61b9263a4e4bebeea86eadd027/大数据设�?model_helper.py,RegLSTM,137,155
23854,/SR7MIN__CareerMapper/main/CareerMapper-9180cf9cbef0cf61b9263a4e4bebeea86eadd027/大数据设�?model_helper.py,TextCnnModel,158,202
23854,/SR7MIN__CareerMapper/main/CareerMapper-9180cf9cbef0cf61b9263a4e4bebeea86eadd027/大数据设�?model_helper.py,Model_block,79,111
23854,/SR7MIN__CareerMapper/main/CareerMapper-9180cf9cbef0cf61b9263a4e4bebeea86eadd027/大数据设�?model_helper.py,Subjob_predictive_model,114,134
23364,/megvii-research__protoclip/main/protoclip-fde193381369380bd6ffe278d644d85717e01a80/src/open_clip/loss.py,ClipLoss,58,114
23364,/megvii-research__protoclip/main/protoclip-fde193381369380bd6ffe278d644d85717e01a80/src/open_clip/model.py,Bottleneck,20,65
23364,/megvii-research__protoclip/main/protoclip-fde193381369380bd6ffe278d644d85717e01a80/src/open_clip/model.py,AttentionPool2d,68,102
23364,/megvii-research__protoclip/main/protoclip-fde193381369380bd6ffe278d644d85717e01a80/src/open_clip/model.py,ModifiedResNet,105,191
23364,/megvii-research__protoclip/main/protoclip-fde193381369380bd6ffe278d644d85717e01a80/src/open_clip/model.py,ResidualAttentionBlock,209,229
23364,/megvii-research__protoclip/main/protoclip-fde193381369380bd6ffe278d644d85717e01a80/src/open_clip/model.py,Transformer,232,250
23364,/megvii-research__protoclip/main/protoclip-fde193381369380bd6ffe278d644d85717e01a80/src/open_clip/model.py,VisualTransformer,253,300
23364,/megvii-research__protoclip/main/protoclip-fde193381369380bd6ffe278d644d85717e01a80/src/open_clip/model.py,CLIP,326,531
23364,/megvii-research__protoclip/main/protoclip-fde193381369380bd6ffe278d644d85717e01a80/src/open_clip/timm_model.py,TimmModel,20,106
23364,/megvii-research__protoclip/main/protoclip-fde193381369380bd6ffe278d644d85717e01a80/src/training/loss.py,ClipLoss,61,105
23364,/megvii-research__protoclip/main/protoclip-fde193381369380bd6ffe278d644d85717e01a80/src/training/loss.py,ProtoLoss,109,134
23364,/megvii-research__protoclip/main/protoclip-fde193381369380bd6ffe278d644d85717e01a80/src/training/evaluations/linear_eval.py,Classifier,42,52
24865,/wmj9346464543__pytorch_bert_intent_classification_and_slot_filling-main/main/pytorch_bert_intent_classification_and_slot_filling-main-c56584d681a18fe238df4a07e42e9d7048d5baf8/model.py,BertForIntentClassificationAndSlotFilling,5,30
25825,/lonePatient__NovoGrad-pytorch/maste/NovoGrad-pytorch-e20b488db256799b18b2239d8e14dc440c16570f/nn/resnet.py,ResNet,28,60
25825,/lonePatient__NovoGrad-pytorch/maste/NovoGrad-pytorch-e20b488db256799b18b2239d8e14dc440c16570f/nn/resnet.py,ResidualBlock,5,26
25825,/lonePatient__NovoGrad-pytorch/maste/NovoGrad-pytorch-e20b488db256799b18b2239d8e14dc440c16570f/nn/alexnet.py,AlexNet,11,36
25825,/lonePatient__NovoGrad-pytorch/maste/NovoGrad-pytorch-e20b488db256799b18b2239d8e14dc440c16570f/nn/vgg.py,VGG,23,50
25843,/AzarUmudov__Transformer/main/Transformer-fd1c4f5e9163d4037116fe39ab4782d8fc04d7cb/transformer.py,Transformer,10,42
25843,/AzarUmudov__Transformer/main/Transformer-fd1c4f5e9163d4037116fe39ab4782d8fc04d7cb/modules/decoder.py,Decoder,22,31
25843,/AzarUmudov__Transformer/main/Transformer-fd1c4f5e9163d4037116fe39ab4782d8fc04d7cb/modules/decoder.py,DecoderBlock,7,20
25843,/AzarUmudov__Transformer/main/Transformer-fd1c4f5e9163d4037116fe39ab4782d8fc04d7cb/blocks/attention.py,MultiHeadAttention,10,40
25843,/AzarUmudov__Transformer/main/Transformer-fd1c4f5e9163d4037116fe39ab4782d8fc04d7cb/blocks/position_wise_fnn.py,PositionWiseFNN,5,18
25843,/AzarUmudov__Transformer/main/Transformer-fd1c4f5e9163d4037116fe39ab4782d8fc04d7cb/blocks/layer_normalization.py,LayerNormalization,4,15
25843,/AzarUmudov__Transformer/main/Transformer-fd1c4f5e9163d4037116fe39ab4782d8fc04d7cb/embeddings/embedding.py,InputEmbedding,27,38
25843,/AzarUmudov__Transformer/main/Transformer-fd1c4f5e9163d4037116fe39ab4782d8fc04d7cb/embeddings/embedding.py,PositionEncoding,5,25
25843,/AzarUmudov__Transformer/main/Transformer-fd1c4f5e9163d4037116fe39ab4782d8fc04d7cb/modules/encoder.py,Encoder,20,29
25843,/AzarUmudov__Transformer/main/Transformer-fd1c4f5e9163d4037116fe39ab4782d8fc04d7cb/modules/encoder.py,EncoderBlock,7,18
25263,/tayebiarasteh__lane-detection/maste/lane-detection-850ce744b58564585d523b3252ce198f8238b9b3/models/UNet.py,outconv,93,100
25263,/tayebiarasteh__lane-detection/maste/lane-detection-850ce744b58564585d523b3252ce198f8238b9b3/models/UNet.py,up,79,90
25263,/tayebiarasteh__lane-detection/maste/lane-detection-850ce744b58564585d523b3252ce198f8238b9b3/models/UNet.py,down,66,76
25263,/tayebiarasteh__lane-detection/maste/lane-detection-850ce744b58564585d523b3252ce198f8238b9b3/models/UNet.py,inconv,55,63
25263,/tayebiarasteh__lane-detection/maste/lane-detection-850ce744b58564585d523b3252ce198f8238b9b3/models/UNet.py,double_conv,37,51
25263,/tayebiarasteh__lane-detection/maste/lane-detection-850ce744b58564585d523b3252ce198f8238b9b3/models/UNet.py,UNet,5,34
26720,/kyoungok02__image_classification/maste/image_classification-1e8e09226c5c4c557e2def4c6b7550f0085309b7/networks/InceptionV2.py,InceptionV2,7,66
26720,/kyoungok02__image_classification/maste/image_classification-1e8e09226c5c4c557e2def4c6b7550f0085309b7/networks/InceptionV2.py,conv_block,68,79
26720,/kyoungok02__image_classification/maste/image_classification-1e8e09226c5c4c557e2def4c6b7550f0085309b7/networks/InceptionV2.py,Inception_block_ModuleC,169,194
26720,/kyoungok02__image_classification/maste/image_classification-1e8e09226c5c4c557e2def4c6b7550f0085309b7/networks/InceptionV2.py,Inception_block_ModuleD,196,214
26720,/kyoungok02__image_classification/maste/image_classification-1e8e09226c5c4c557e2def4c6b7550f0085309b7/networks/InceptionV2.py,Inception_block_ModuleA,116,139
26720,/kyoungok02__image_classification/maste/image_classification-1e8e09226c5c4c557e2def4c6b7550f0085309b7/networks/InceptionV2.py,Inception_block_ModuleB,141,167
26720,/kyoungok02__image_classification/maste/image_classification-1e8e09226c5c4c557e2def4c6b7550f0085309b7/networks/InceptionV2.py,conv_factor_block,81,92
26720,/kyoungok02__image_classification/maste/image_classification-1e8e09226c5c4c557e2def4c6b7550f0085309b7/networks/InceptionV2.py,InceptionAux,94,114
26720,/kyoungok02__image_classification/maste/image_classification-1e8e09226c5c4c557e2def4c6b7550f0085309b7/networks/InceptionV1.py,InceptionV1_block,108,128
26720,/kyoungok02__image_classification/maste/image_classification-1e8e09226c5c4c557e2def4c6b7550f0085309b7/networks/InceptionV1.py,InceptionAux,130,151
26720,/kyoungok02__image_classification/maste/image_classification-1e8e09226c5c4c557e2def4c6b7550f0085309b7/networks/InceptionV1.py,conv_block,82,93
26720,/kyoungok02__image_classification/maste/image_classification-1e8e09226c5c4c557e2def4c6b7550f0085309b7/networks/InceptionV1.py,naive_Inception_block,95,106
26720,/kyoungok02__image_classification/maste/image_classification-1e8e09226c5c4c557e2def4c6b7550f0085309b7/networks/InceptionV1.py,InceptionV1,7,80
26720,/kyoungok02__image_classification/maste/image_classification-1e8e09226c5c4c557e2def4c6b7550f0085309b7/networks/ResNet.py,BottleNeck,33,60
26720,/kyoungok02__image_classification/maste/image_classification-1e8e09226c5c4c557e2def4c6b7550f0085309b7/networks/ResNet.py,ResNet,62,115
26720,/kyoungok02__image_classification/maste/image_classification-1e8e09226c5c4c557e2def4c6b7550f0085309b7/networks/ResNet.py,BasicBlock,6,31
26720,/kyoungok02__image_classification/maste/image_classification-1e8e09226c5c4c557e2def4c6b7550f0085309b7/networks/vgg.py,VGGnet,19,77
26720,/kyoungok02__image_classification/maste/image_classification-1e8e09226c5c4c557e2def4c6b7550f0085309b7/networks/InceptionV4.py,Inception_Resnet_C,197,221
26720,/kyoungok02__image_classification/maste/image_classification-1e8e09226c5c4c557e2def4c6b7550f0085309b7/networks/InceptionV4.py,Inception_Resnet_B,149,172
26720,/kyoungok02__image_classification/maste/image_classification-1e8e09226c5c4c557e2def4c6b7550f0085309b7/networks/InceptionV4.py,ReductionB,174,195
26720,/kyoungok02__image_classification/maste/image_classification-1e8e09226c5c4c557e2def4c6b7550f0085309b7/networks/InceptionV4.py,Inception_Resnet_A,102,130
26720,/kyoungok02__image_classification/maste/image_classification-1e8e09226c5c4c557e2def4c6b7550f0085309b7/networks/InceptionV4.py,ReductionA,132,147
26720,/kyoungok02__image_classification/maste/image_classification-1e8e09226c5c4c557e2def4c6b7550f0085309b7/networks/InceptionV4.py,conv_block,54,65
26720,/kyoungok02__image_classification/maste/image_classification-1e8e09226c5c4c557e2def4c6b7550f0085309b7/networks/InceptionV4.py,Stem,67,100
26720,/kyoungok02__image_classification/maste/image_classification-1e8e09226c5c4c557e2def4c6b7550f0085309b7/networks/InceptionV4.py,InceptionResNetV2,8,52
26720,/kyoungok02__image_classification/maste/image_classification-1e8e09226c5c4c557e2def4c6b7550f0085309b7/networks/InceptionV3.py,Inception_block_ModuleC,177,202
26720,/kyoungok02__image_classification/maste/image_classification-1e8e09226c5c4c557e2def4c6b7550f0085309b7/networks/InceptionV3.py,Inception_block_ModuleD,204,223
26720,/kyoungok02__image_classification/maste/image_classification-1e8e09226c5c4c557e2def4c6b7550f0085309b7/networks/InceptionV3.py,Inception_block_ModuleA,134,157
26720,/kyoungok02__image_classification/maste/image_classification-1e8e09226c5c4c557e2def4c6b7550f0085309b7/networks/InceptionV3.py,Inception_block_ModuleB,159,174
26720,/kyoungok02__image_classification/maste/image_classification-1e8e09226c5c4c557e2def4c6b7550f0085309b7/networks/InceptionV3.py,conv_factor_block,98,109
26720,/kyoungok02__image_classification/maste/image_classification-1e8e09226c5c4c557e2def4c6b7550f0085309b7/networks/InceptionV3.py,InceptionAux,111,131
26720,/kyoungok02__image_classification/maste/image_classification-1e8e09226c5c4c557e2def4c6b7550f0085309b7/networks/InceptionV3.py,InceptionV3,8,83
26720,/kyoungok02__image_classification/maste/image_classification-1e8e09226c5c4c557e2def4c6b7550f0085309b7/networks/InceptionV3.py,conv_block,85,96
26720,/kyoungok02__image_classification/maste/image_classification-1e8e09226c5c4c557e2def4c6b7550f0085309b7/networks/InceptionV3.py,Inception_block_ModuleE,225,250
26451,/pangzss__pytorch-CTVSUM/main/pytorch-CTVSUM-e083bd0bd938eadb5c30bfad3a739728731ea351/attention.py,TransformerEncoder,8,39
26451,/pangzss__pytorch-CTVSUM/main/pytorch-CTVSUM-e083bd0bd938eadb5c30bfad3a739728731ea351/modules.py,PositionwiseFeedForward,94,114
26451,/pangzss__pytorch-CTVSUM/main/pytorch-CTVSUM-e083bd0bd938eadb5c30bfad3a739728731ea351/modules.py,MultiHeadAttention,41,91
26451,/pangzss__pytorch-CTVSUM/main/pytorch-CTVSUM-e083bd0bd938eadb5c30bfad3a739728731ea351/modules.py,ScaledDotProductAttention,20,38
26451,/pangzss__pytorch-CTVSUM/main/pytorch-CTVSUM-e083bd0bd938eadb5c30bfad3a739728731ea351/modules.py,EncoderLayer,6,18
26814,/wk989898__transformer-implement/v0.1/wk989898-transformer-implement-371ef78/transformer.py,Decoder,177,198
